"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"P40504-1","reviewed","KTR7","P40504-1",""
"P40503-1","reviewed","","P40503-1",""
"P40502-1","reviewed","AIM19","P40502-1",""
"P40501-1","reviewed","AVT7","P40501-1",""
"P40500-1","reviewed","","P40500-1",""
"P08964-1","reviewed","MYO1","P08964-1",""
"P57744-1","reviewed","TIM8","P57744-1",""
"P57743-1","reviewed","LSM3","P57743-1",""
"P31688-1","reviewed","TPS2","P31688-1",""
"Q03787-1","reviewed","","Q03787-1",""
"Q03786-1","reviewed","","Q03786-1",""
"Q03785-1","reviewed","VHS1","Q03785-1",""
"Q03784-1","reviewed","TRS23","Q03784-1",""
"Q03782-1","reviewed","SNU56","Q03782-1",""
"Q03780-1","reviewed","","Q03780-1",""
"Q04377-1","reviewed","LCD1","Q04377-1",""
"Q9ZZW2-1","reviewed","","Q9ZZW2-1",""
"Q04373-1","reviewed","PUF6","Q04373-1",""
"Q04372-1","reviewed","TAP42","Q04372-1",""
"P39109-1","reviewed","YCF1","P39109-1",""
"Q04370-1","reviewed","PEX12","Q04370-1",""
"P39107-1","reviewed","MNN9","P39107-1",""
"P39106-1","reviewed","MNN1","P39106-1",""
"P39105-1","reviewed","PLB1","P39105-1",""
"P39104-1","reviewed","PIK1","P39104-1",""
"P39103-1","reviewed","COX14","P39103-1",""
"P39102-1","reviewed","XDJ1","P39102-1",""
"P39101-1","reviewed","CAJ1","P39101-1",""
"Q3E6R5-1","reviewed","","Q3E6R5-1",""
"Q3E6R4-1","reviewed","","Q3E6R4-1",""
"Q03879-1","reviewed","","Q03879-1",""
"Q08409-1","reviewed","AUS1","Q08409-1",""
"P02406-1","reviewed","RPL28","P02406-1",""
"P02407-1","reviewed","RPS17A","P02407-1",""
"P02400-1","reviewed","RPP2B","P02400-1",""
"P17898-1","reviewed","CPT1","P17898-1",""
"P17891-1","reviewed","CLC1","P17891-1",""
"O14464-1","reviewed","RTC6","O14464-1",""
"P53068-1","reviewed","DOC1","P53068-1",""
"P53060-1","reviewed","RMR1","P53060-1",""
"P53061-1","reviewed","ZIP2","P53061-1",""
"P53062-1","reviewed","BRR6","P53062-1",""
"P53063-1","reviewed","RAI1","P53063-1",""
"P53064-1","reviewed","RTF1","P53064-1",""
"P53065-1","reviewed","TAD1","P53065-1",""
"P53066-1","reviewed","","P53066-1",""
"P53067-1","reviewed","KAP114","P53067-1",""
"P53244-1","reviewed","ART5","P53244-1",""
"P53246-1","reviewed","ENV11","P53246-1",""
"P53241-1","reviewed","VHT1","P53241-1",""
"P53242-1","reviewed","","P53242-1",""
"P53243-1","reviewed","","P53243-1",""
"Q04969-1","reviewed","SPC2","Q04969-1",""
"P53248-1","reviewed","PEX8","P53248-1",""
"P53249-1","reviewed","","P53249-1",""
"P23250-1","reviewed","RPI1","P23250-1",""
"P23254-1","reviewed","TKL1","P23254-1",""
"P23255-1","reviewed","TAF2","P23255-1",""
"Q12284-1","reviewed","ERV2","Q12284-1",""
"P20048-1","reviewed","SEC59","P20048-1",""
"P20049-1","reviewed","TYR1","P20049-1",""
"P0CE00-1","reviewed","MPH3","P0CE00-1",""
"P38972-1","reviewed","ADE6","P38972-1",""
"P11325-1","reviewed","NAM2","P11325-1",""
"Q04371-1","reviewed","","Q04371-1",""
"P39108-1","reviewed","PEX7","P39108-1",""
"P36224-1","reviewed","JNM1","P36224-1",""
"P87108-1","reviewed","TIM10","P87108-1",""
"P0CX43-1","reviewed","RPL1A","P0CX43-1",""
"P0CE90-1","reviewed","PAU6","P0CE90-1",""
"P0CE93-1","reviewed","PAU11","P0CE93-1",""
"P0CE92-1","reviewed","PAU8","P0CE92-1",""
"P54730-1","reviewed","UBX4","P54730-1",""
"P0CE97-1","reviewed","","P0CE97-1",""
"P11491-1","reviewed","PHO8","P11491-1",""
"P0CE96-1","reviewed","","P0CE96-1",""
"P42826-1","reviewed","XKS1","P42826-1",""
"Q04740-1","reviewed","RNH1","Q04740-1",""
"P40975-1","reviewed","PMP2","P40975-1",""
"P40970-1","reviewed","LCB2","P40970-1",""
"P40971-1","reviewed","LYS14","P40971-1",""
"A0A023PZB3-1","reviewed","FMP49","A0A023PZB3-1",""
"Q06833-1","reviewed","NVJ2","Q06833-1",""
"Q06836-1","reviewed","SYT1","Q06836-1",""
"Q06834-1","reviewed","ASR1","Q06834-1",""
"Q06835-1","reviewed","RDS3","Q06835-1",""
"Q06839-1","reviewed","","Q06839-1",""
"Q12734-1","reviewed","CSR2","Q12734-1",""
"P25355-1","reviewed","CTR86","P25355-1",""
"P25353-1","reviewed","NPP1","P25353-1",""
"P25352-1","reviewed","","P25352-1",""
"Q06160-1","reviewed","SPH1","Q06160-1",""
"Q06162-1","reviewed","NKP2","Q06162-1",""
"Q06163-1","reviewed","EST2","Q06163-1",""
"Q06164-1","reviewed","MMS22","Q06164-1",""
"Q06168-1","reviewed","SFH1","Q06168-1",""
"Q06169-1","reviewed","PEX30","Q06169-1",""
"Q03667-1","reviewed","MIX17","Q03667-1",""
"Q03660-1","reviewed","TRS130","Q03660-1",""
"Q03661-1","reviewed","ESC1","Q03661-1",""
"Q07788-1","reviewed","COS7","Q07788-1",""
"Q07786-1","reviewed","SOR2","Q07786-1",""
"P20485-1","reviewed","CKI1","P20485-1",""
"P25359-1","reviewed","RRP43","P25359-1",""
"P25358-1","reviewed","ELO2","P25358-1",""
"P47190-1","reviewed","PMT3","P47190-1",""
"P34087-1","reviewed","RPB7","P34087-1",""
"P25087-1","reviewed","ERG6","P25087-1",""
"P49960-1","reviewed","PRP24","P49960-1",""
"P35688-1","reviewed","LRG1","P35688-1",""
"P23060-1","reviewed","MAK32","P23060-1",""
"P24280-1","reviewed","SEC14","P24280-1",""
"P20676-1","reviewed","NUP1","P20676-1",""
"P52290-1","reviewed","DIA3","P52290-1",""
"P17890-1","reviewed","RPC31","P17890-1",""
"P00498-1","reviewed","HIS1","P00498-1",""
"P23394-1","reviewed","PRP28","P23394-1",""
"Q05924-1","reviewed","DCR2","Q05924-1",""
"Q05926-1","reviewed","GRX8","Q05926-1",""
"P32481-1","reviewed","GCD11","P32481-1",""
"P32480-1","reviewed","HIR2","P32480-1",""
"P32487-1","reviewed","LYP1","P32487-1",""
"P32486-1","reviewed","KRE6","P32486-1",""
"P32485-1","reviewed","HOG1","P32485-1",""
"P32489-1","reviewed","MEI5","P32489-1",""
"P32488-1","reviewed","ISF1","P32488-1",""
"P17423-1","reviewed","THR1","P17423-1",""
"P32660-1","reviewed","DNF1","P32660-1",""
"P41834-1","reviewed","UFE1","P41834-1",""
"P41835-1","reviewed","THI6","P41835-1",""
"Q04526-1","reviewed","","Q04526-1",""
"P41832-1","reviewed","BNI1","P41832-1",""
"P41833-1","reviewed","IME4","P41833-1",""
"Q02256-1","reviewed","YVH1","Q02256-1",""
"P53822-1","reviewed","COS1","P53822-1",""
"Q03654-1","reviewed","CEF1","Q03654-1",""
"P00635-1","reviewed","PHO5","P00635-1",""
"P19657-1","reviewed","PMA2","P19657-1",""
"P19659-1","reviewed","GAL11","P19659-1",""
"P19658-1","reviewed","EXO70","P19658-1",""
"O13539-1","reviewed","THP2","O13539-1",""
"P49367-1","reviewed","LYS4","P49367-1",""
"O13536-1","reviewed","","O13536-1",""
"O13535-1","reviewed","TY1B-H","O13535-1",""
"P41698-1","reviewed","BUD8","P41698-1",""
"P41695-1","reviewed","BUB1","P41695-1",""
"P41696-1","reviewed","AZF1","P41696-1",""
"P41697-1","reviewed","BUD6","P41697-1",""
"P25579-1","reviewed","LRE1","P25579-1",""
"P25578-1","reviewed","PGS1","P25578-1",""
"P25577-1","reviewed","","P25577-1",""
"P25576-1","reviewed","POF1","P25576-1",""
"P25574-1","reviewed","EMC1","P25574-1",""
"P25573-1","reviewed","MGR1","P25573-1",""
"P25572-1","reviewed","","P25572-1",""
"P39959-1","reviewed","","P39959-1",""
"Q06315-1","reviewed","SKG3","Q06315-1",""
"P23833-1","reviewed","SCO1","P23833-1",""
"P40569-1","reviewed","GAT4","P40569-1",""
"P40568-1","reviewed","DSN1","P40568-1",""
"P40561-1","reviewed","SGN1","P40561-1",""
"P40560-1","reviewed","","P40560-1",""
"P40563-1","reviewed","AIM21","P40563-1",""
"P40562-1","reviewed","MPH1","P40562-1",""
"P40565-1","reviewed","IST3","P40565-1",""
"P40564-1","reviewed","DJP1","P40564-1",""
"P40567-1","reviewed","MSL1","P40567-1",""
"P40566-1","reviewed","EGH1","P40566-1",""
"P38748-1","reviewed","ETP1","P38748-1",""
"P38749-1","reviewed","YAP3","P38749-1",""
"P38746-1","reviewed","YLF2","P38746-1",""
"P38747-1","reviewed","OTU2","P38747-1",""
"P38744-1","reviewed","","P38744-1",""
"P38745-1","reviewed","","P38745-1",""
"P38742-1","reviewed","NPR3","P38742-1",""
"P38740-1","reviewed","","P38740-1",""
"P38741-1","reviewed","RIM4","P38741-1",""
"P31111-1","reviewed","ZIP1","P31111-1",""
"P31115-1","reviewed","DEG1","P31115-1",""
"P31116-1","reviewed","HOM6","P31116-1",""
"Q08647-1","reviewed","PUS7","Q08647-1",""
"Q08646-1","reviewed","SSP2","Q08646-1",""
"Q08645-1","reviewed","MET7","Q08645-1",""
"Q08641-1","reviewed","ABP140","Q08641-1",""
"Q08649-1","reviewed","ESA1","Q08649-1",""
"P38298-1","reviewed","YPC1","P38298-1",""
"P38299-1","reviewed","","P38299-1",""
"Q07376-1","reviewed","MCH1","Q07376-1",""
"P38290-1","reviewed","UBS1","P38290-1",""
"P38291-1","reviewed","POP7","P38291-1",""
"P38292-1","reviewed","PEX32","P38292-1",""
"P38293-1","reviewed","UMP1","P38293-1",""
"P38295-1","reviewed","EHT1","P38295-1",""
"P29703-1","reviewed","RAM2","P29703-1",""
"Q04311-1","reviewed","VMS1","Q04311-1",""
"P31376-1","reviewed","SWC3","P31376-1",""
"P31377-1","reviewed","SYN8","P31377-1",""
"P31373-1","reviewed","CYS3","P31373-1",""
"P31378-1","reviewed","NTG1","P31378-1",""
"P31379-1","reviewed","LDS1","P31379-1",""
"Q03856-1","reviewed","TY1A-DR1","Q03856-1",""
"Q03503-1","reviewed","MAK3","Q03503-1",""
"Q03508-1","reviewed","","Q03508-1",""
"P47036-1","reviewed","APQ13","P47036-1",""
"Q08422-1","reviewed","TMC1","Q08422-1",""
"Q08421-1","reviewed","ETT1","Q08421-1",""
"P47035-1","reviewed","NET1","P47035-1",""
"P47032-1","reviewed","PRY1","P47032-1",""
"P47033-1","reviewed","PRY3","P47033-1",""
"P47030-1","reviewed","TAX4","P47030-1",""
"P47031-1","reviewed","IML2","P47031-1",""
"P47039-1","reviewed","BNA3","P47039-1",""
"P53008-1","reviewed","CWH41","P53008-1",""
"P53009-1","reviewed","SCY1","P53009-1",""
"Q07993-1","reviewed","XYL2","Q07993-1",""
"P38590-1","reviewed","MSG5","P38590-1",""
"P39952-1","reviewed","OXA1","P39952-1",""
"P32873-1","reviewed","BEM3","P32873-1",""
"P32874-1","reviewed","HFA1","P32874-1",""
"P32875-1","reviewed","LIP5","P32875-1",""
"Q05043-1","reviewed","RSF1","Q05043-1",""
"Q05040-1","reviewed","FAR8","Q05040-1",""
"P10870-1","reviewed","SNF3","P10870-1",""
"Q8TGR9-1","reviewed","","Q8TGR9-1",""
"Q08760-1","reviewed","RAX1","Q08760-1",""
"P23643-1","reviewed","VPS3","P23643-1",""
"P23642-1","reviewed","VAN1","P23642-1",""
"P23641-1","reviewed","MIR1","P23641-1",""
"Q12050-1","reviewed","ELG1","Q12050-1",""
"P0CX36-1","reviewed","RPS4B","P0CX36-1",""
"P0CX37-1","reviewed","RPS6A","P0CX37-1",""
"P0CX34-1","reviewed","RPS30B","P0CX34-1",""
"P0CX35-1","reviewed","RPS4A","P0CX35-1",""
"P0CX32-1","reviewed","RPS24B","P0CX32-1",""
"P0CX33-1","reviewed","RPS30A","P0CX33-1",""
"P0CX30-1","reviewed","RPS23B","P0CX30-1",""
"P0CX31-1","reviewed","RPS24A","P0CX31-1",""
"P0CX38-1","reviewed","RPS6B","P0CX38-1",""
"P0CX39-1","reviewed","RPS8A","P0CX39-1",""
"P36973-1","reviewed","APT2","P36973-1",""
"P40955-1","reviewed","CHS6","P40955-1",""
"P40956-1","reviewed","GTS1","P40956-1",""
"P40957-1","reviewed","MAD1","P40957-1",""
"P40958-1","reviewed","MAD2","P40958-1",""
"P40959-1","reviewed","MVP1","P40959-1",""
"Q12280-1","reviewed","IQG1","Q12280-1",""
"P07257-1","reviewed","QCR2","P07257-1",""
"Q12282-1","reviewed","","Q12282-1",""
"Q12283-1","reviewed","MCT1","Q12283-1",""
"P07252-1","reviewed","CBP1","P07252-1",""
"Q12285-1","reviewed","MDY2","Q12285-1",""
"P07250-1","reviewed","ARG82","P07250-1",""
"Q12287-1","reviewed","COX17","Q12287-1",""
"Q12288-1","reviewed","","Q12288-1",""
"Q12289-1","reviewed","CRC1","Q12289-1",""
"P07258-1","reviewed","CPA1","P07258-1",""
"P07259-1","reviewed","URA2","P07259-1",""
"Q06819-1","reviewed","DIB1","Q06819-1",""
"Q06815-1","reviewed","MRL1","Q06815-1",""
"Q06817-1","reviewed","GRS2","Q06817-1",""
"Q06810-1","reviewed","OPY2","Q06810-1",""
"Q06813-1","reviewed","","Q06813-1",""
"P19516-1","reviewed","COX11","P19516-1",""
"Q99248-1","reviewed","","Q99248-1",""
"P04710-1","reviewed","AAC1","P04710-1",""
"Q12753-1","reviewed","HAA1","Q12753-1",""
"Q12751-1","reviewed","RTP1","Q12751-1",""
"P22515-1","reviewed","UBA1","P22515-1",""
"P22516-1","reviewed","CHL1","P22516-1",""
"P22517-1","reviewed","CMK2","P22517-1",""
"P09959-1","reviewed","SWI6","P09959-1",""
"P09950-1","reviewed","HEM1","P09950-1",""
"Q06108-1","reviewed","RGC1","Q06108-1",""
"Q06109-1","reviewed","RRG8","Q06109-1",""
"Q06102-1","reviewed","YTH1","Q06102-1",""
"Q06103-1","reviewed","RPN7","Q06103-1",""
"Q06106-1","reviewed","MRD1","Q06106-1",""
"Q06107-1","reviewed","","Q06107-1",""
"Q06104-1","reviewed","GLD1","Q06104-1",""
"P38175-1","reviewed","MRP21","P38175-1",""
"P38174-1","reviewed","MAP2","P38174-1",""
"P38177-1","reviewed","","P38177-1",""
"P38176-1","reviewed","AVT5","P38176-1",""
"P38170-1","reviewed","BRN1","P38170-1",""
"P38172-1","reviewed","MRX3","P38172-1",""
"P38179-1","reviewed","ALG3","P38179-1",""
"Q12042-1","reviewed","","Q12042-1",""
"P03965-1","reviewed","CPA2","P03965-1",""
"P03962-1","reviewed","URA3","P03962-1",""
"P25375-1","reviewed","PRD1","P25375-1",""
"P08153-1","reviewed","SWI5","P08153-1",""
"P17442-1","reviewed","PHO81","P17442-1",""
"P32469-1","reviewed","DPH5","P32469-1",""
"P32468-1","reviewed","CDC12","P32468-1",""
"P32465-1","reviewed","HXT1","P32465-1",""
"P32464-1","reviewed","HYM1","P32464-1",""
"P32467-1","reviewed","HXT4","P32467-1",""
"P32466-1","reviewed","HXT3","P32466-1",""
"P32461-1","reviewed","DPH2","P32461-1",""
"P32460-1","reviewed","DCG1","P32460-1",""
"P32463-1","reviewed","ACP1","P32463-1",""
"P32462-1","reviewed","ERG24","P32462-1",""
"P21691-1","reviewed","SIR1","P21691-1",""
"P43321-1","reviewed","SMD3","P43321-1",""
"P32609-1","reviewed","PEP7","P32609-1",""
"P32608-1","reviewed","RTG2","P32608-1",""
"Q01574-1","reviewed","ACS1","Q01574-1",""
"Q04052-1","reviewed","ARO80","Q04052-1",""
"Q04053-1","reviewed","SNX41","Q04053-1",""
"P32601-1","reviewed","DSS4","P32601-1",""
"P32600-1","reviewed","TOR2","P32600-1",""
"P22354-1","reviewed","MRPL20","P22354-1",""
"P32602-1","reviewed","SEC17","P32602-1",""
"P32605-1","reviewed","MUD1","P32605-1",""
"P22353-1","reviewed","MRPL8","P22353-1",""
"P32607-1","reviewed","RTG1","P32607-1",""
"P32606-1","reviewed","PET127","P32606-1",""
"P24000-1","reviewed","RPL24B","P24000-1",""
"Q05902-1","reviewed","ECM38","Q05902-1",""
"Q05900-1","reviewed","YHC1","Q05900-1",""
"P21524-1","reviewed","RNR1","P21524-1",""
"Q08361-1","reviewed","AAD15","Q08361-1",""
"Q05905-1","reviewed","HRI1","Q05905-1",""
"Q02908-1","reviewed","ELP3","Q02908-1",""
"P53631-1","reviewed","HXT17","P53631-1",""
"P53630-1","reviewed","BIO4","P53630-1",""
"P53633-1","reviewed","YIP3","P53633-1",""
"P53633-1","reviewed","YIP3","P53633-2",""
"P53632-1","reviewed","PAP2","P53632-1",""
"P07390-1","reviewed","PET494","P07390-1",""
"P16151-1","reviewed","ERD1","P16151-1",""
"O13559-1","reviewed","YRF1-4","O13559-1",""
"Q05676-1","reviewed","SOM1","Q05676-1",""
"Q05670-1","reviewed","FUS2","Q05670-1",""
"Q05672-1","reviewed","RBS1","Q05672-1",""
"O13555-1","reviewed","JIP3","O13555-1",""
"O13556-1","reviewed","","O13556-1",""
"P23585-1","reviewed","HXT2","P23585-1",""
"P40893-1","reviewed","REE1","P40893-1",""
"P40892-1","reviewed","","P40892-1",""
"P40897-1","reviewed","OPT1","P40897-1",""
"P40896-1","reviewed","","P40896-1",""
"P25515-1","reviewed","VMA3","P25515-1",""
"P14741-1","reviewed","GCN3","P14741-1",""
"P14742-1","reviewed","GFA1","P14742-1",""
"P14743-1","reviewed","NMT1","P14743-1",""
"P14747-1","reviewed","CMP2","P14747-1",""
"Q12446-1","reviewed","LAS17","Q12446-1",""
"O74700-1","reviewed","TIM9","O74700-1",""
"P49775-1","reviewed","HNT2","P49775-1",""
"P40099-1","reviewed","FAU1","P40099-1",""
"P40098-1","reviewed","FMP10","P40098-1",""
"P40091-1","reviewed","PEA2","P40091-1",""
"P40090-1","reviewed","SCC4","P40090-1",""
"P40093-1","reviewed","","P40093-1",""
"P40092-1","reviewed","SPI1","P40092-1",""
"P40095-1","reviewed","","P40095-1",""
"P40094-1","reviewed","COG3","P40094-1",""
"P40097-1","reviewed","","P40097-1",""
"P40096-1","reviewed","BUR6","P40096-1",""
"P37838-1","reviewed","NOP4","P37838-1",""
"P40543-1","reviewed","","P40543-1",""
"P40541-1","reviewed","IRR1","P40541-1",""
"P40540-1","reviewed","EMC5","P40540-1",""
"P40547-1","reviewed","VID28","P40547-1",""
"P40546-1","reviewed","FAF1","P40546-1",""
"P40545-1","reviewed","HIS6","P40545-1",""
"P40544-1","reviewed","YKE4","P40544-1",""
"P06701-1","reviewed","SIR3","P06701-1",""
"P06700-1","reviewed","SIR2","P06700-1",""
"P06704-1","reviewed","CDC31","P06704-1",""
"P38768-1","reviewed","PIH1","P38768-1",""
"P38769-1","reviewed","NEL1","P38769-1",""
"P38760-1","reviewed","MIP6","P38760-1",""
"P38763-1","reviewed","","P38763-1",""
"P38764-1","reviewed","RPN1","P38764-1",""
"P38765-1","reviewed","YHI9","P38765-1",""
"P38766-1","reviewed","RRM3","P38766-1",""
"P38767-1","reviewed","ERC1","P38767-1",""
"Q3E846-1","reviewed","COA6","Q3E846-1",""
"Q3E841-1","reviewed","","Q3E841-1",""
"Q3E840-1","reviewed","KTI11","Q3E840-1",""
"Q3E843-1","reviewed","","Q3E843-1",""
"Q3E842-1","reviewed","","Q3E842-1",""
"Q06595-1","reviewed","","Q06595-1",""
"Q06594-1","reviewed","","Q06594-1",""
"Q06597-1","reviewed","ARR2","Q06597-1",""
"Q06596-1","reviewed","ARR1","Q06596-1",""
"Q06593-1","reviewed","OPT2","Q06593-1",""
"Q06592-1","reviewed","HPA2","Q06592-1",""
"Q06598-1","reviewed","ARR3","Q06598-1",""
"Q08993-1","reviewed","","Q08993-1",""
"Q08992-1","reviewed","HSP32","Q08992-1",""
"Q08991-1","reviewed","FEX2","Q08991-1",""
"Q08622-1","reviewed","GEP3","Q08622-1",""
"Q08995-1","reviewed","","Q08995-1",""
"Q08994-1","reviewed","","Q08994-1",""
"Q07350-1","reviewed","PRP11","Q07350-1",""
"Q07351-1","reviewed","STP4","Q07351-1",""
"Q04338-1","reviewed","VTI1","Q04338-1",""
"P47136-1","reviewed","BUD4","P47136-1",""
"Q01217-1","reviewed","ARG5,6","Q01217-1",""
"P28584-1","reviewed","TRK2","P28584-1",""
"Q04991-1","reviewed","FMP42","Q04991-1",""
"Q03529-1","reviewed","SCS7","Q03529-1",""
"Q03525-1","reviewed","TMA23","Q03525-1",""
"P47010-1","reviewed","IRC9","P47010-1",""
"P47011-1","reviewed","GLG2","P47011-1",""
"Q08199-1","reviewed","SIL1","Q08199-1",""
"P47013-1","reviewed","LCB3","P47013-1",""
"P47014-1","reviewed","","P47014-1",""
"P47015-1","reviewed","AIM23","P47015-1",""
"P47016-1","reviewed","NIT2","P47016-1",""
"P47017-1","reviewed","LSM1","P47017-1",""
"Q08193-1","reviewed","GAS5","Q08193-1",""
"P47019-1","reviewed","ALB1","P47019-1",""
"P0C5L6-1","reviewed","","P0C5L6-1",""
"P0C5L7-1","reviewed","","P0C5L7-1",""
"P0C5L4-1","reviewed","","P0C5L4-1",""
"P32858-1","reviewed","AIM26","P32858-1",""
"P32854-1","reviewed","PEP12","P32854-1",""
"P32855-1","reviewed","SEC8","P32855-1",""
"P32857-1","reviewed","PTM1","P32857-1",""
"P53289-1","reviewed","RTS3","P53289-1",""
"P46655-1","reviewed","GUS1","P46655-1",""
"P46654-1","reviewed","RPS0B","P46654-1",""
"P53280-1","reviewed","CAF130","P53280-1",""
"P53281-1","reviewed","LSB1","P53281-1",""
"P53283-1","reviewed","TPO2","P53283-1",""
"P53285-1","reviewed","VPS62","P53285-1",""
"P53286-1","reviewed","BTN2","P53286-1",""
"P53287-1","reviewed","","P53287-1",""
"P35497-1","reviewed","SOR1","P35497-1",""
"P52489-1","reviewed","PYK2","P52489-1",""
"P52488-1","reviewed","UBA2","P52488-1",""
"Q04195-1","reviewed","SIZ1","Q04195-1",""
"Q04199-1","reviewed","CAC2","Q04199-1",""
"P08456-1","reviewed","CHO1","P08456-1",""
"P85052-1","reviewed","BUD25","P85052-1",""
"P54885-1","reviewed","PRO2","P54885-1",""
"P08459-1","reviewed","SPS2","P08459-1",""
"P08458-1","reviewed","SPS1","P08458-1",""
"Q99188-1","reviewed","RGS2","Q99188-1",""
"Q99189-1","reviewed","MTR10","Q99189-1",""
"Q99181-1","reviewed","HSH49","Q99181-1",""
"Q99186-1","reviewed","APM4","Q99186-1",""
"P15873-1","reviewed","POL30","P15873-1",""
"Q99326-1","reviewed","","Q99326-1",""
"Q99325-1","reviewed","ATG40","Q99325-1",""
"Q99321-1","reviewed","DDP1","Q99321-1",""
"Q02598-1","reviewed","","Q02598-1",""
"P0CX10-1","reviewed","ERR1","P0CX10-1",""
"P0CX11-1","reviewed","ERR2","P0CX11-1",""
"P0CX12-1","reviewed","COS2","P0CX12-1",""
"P0CX13-1","reviewed","COS3","P0CX13-1",""
"P0CX14-1","reviewed","YRF1-3","P0CX14-1",""
"P0CX15-1","reviewed","YRF1-7","P0CX15-1",""
"P0CX16-1","reviewed","","P0CX16-1",""
"P0CX17-1","reviewed","","P0CX17-1",""
"P0CX18-1","reviewed","","P0CX18-1",""
"P0CX19-1","reviewed","","P0CX19-1",""
"Q02046-1","reviewed","MTD1","Q02046-1",""
"Q02733-1","reviewed","IRC15","Q02733-1",""
"Q02732-1","reviewed","CTF19","Q02732-1",""
"P07270-1","reviewed","PHO4","P07270-1",""
"P07271-1","reviewed","PIF1","P07271-1",""
"P07271-1","reviewed","PIF1","P07271-2",""
"P07272-1","reviewed","PPR1","P07272-1",""
"P07273-1","reviewed","DST1","P07273-1",""
"P07274-1","reviewed","PFY1","P07274-1",""
"P07275-1","reviewed","PUT2","P07275-1",""
"P07276-1","reviewed","RAD2","P07276-1",""
"P07277-1","reviewed","ERG12","P07277-1",""
"P07278-1","reviewed","BCY1","P07278-1",""
"Q04934-1","reviewed","IVY1","Q04934-1",""
"P22579-1","reviewed","SIN3","P22579-1",""
"P09938-1","reviewed","RNR2","P09938-1",""
"P09932-1","reviewed","HO","P09932-1",""
"P09937-1","reviewed","SPS4","P09937-1",""
"O43137-1","reviewed","","O43137-1",""
"P13587-1","reviewed","ENA1","P13587-1",""
"P13586-1","reviewed","PMR1","P13586-1",""
"Q08204-1","reviewed","SMC5","Q08204-1",""
"P38158-1","reviewed","MAL32","P38158-1",""
"P38157-1","reviewed","MAL33","P38157-1",""
"P38156-1","reviewed","MAL31","P38156-1",""
"P38155-1","reviewed","PAU24","P38155-1",""
"P38153-1","reviewed","APM3","P38153-1",""
"P38152-1","reviewed","CTP1","P38152-1",""
"P38151-1","reviewed","PBP2","P38151-1",""
"P38150-1","reviewed","","P38150-1",""
"P17076-1","reviewed","RPL8A","P17076-1",""
"Q07655-1","reviewed","WHI4","Q07655-1",""
"Q07657-1","reviewed","SHS1","Q07657-1",""
"Q07651-1","reviewed","FMP45","Q07651-1",""
"Q07653-1","reviewed","HBT1","Q07653-1",""
"P32791-1","reviewed","FRE1","P32791-1",""
"P06115-1","reviewed","CTT1","P06115-1",""
"P32447-1","reviewed","ASF1","P32447-1",""
"P32445-1","reviewed","RIM1","P32445-1",""
"P32449-1","reviewed","ARO4","P32449-1",""
"P32448-1","reviewed","ASF2","P32448-1",""
"Q04299-1","reviewed","","Q04299-1",""
"Q03956-1","reviewed","RAV2","Q03956-1",""
"Q03957-1","reviewed","CTK1","Q03957-1",""
"Q03954-1","reviewed","SPC19","Q03954-1",""
"P00424-1","reviewed","COX5A","P00424-1",""
"P00937-1","reviewed","TRP3","P00937-1",""
"P32623-1","reviewed","UTR2","P32623-1",""
"P32622-1","reviewed","YEF1","P32622-1",""
"P32621-1","reviewed","GDA1","P32621-1",""
"P32626-1","reviewed","UTR4","P32626-1",""
"P32629-1","reviewed","ANP1","P32629-1",""
"P32628-1","reviewed","RAD23","P32628-1",""
"P21592-1","reviewed","COX10","P21592-1",""
"Q08387-1","reviewed","DNL4","Q08387-1",""
"P22082-1","reviewed","SNF2","P22082-1",""
"P26793-1","reviewed","RAD27","P26793-1",""
"P53617-1","reviewed","NRD1","P53617-1",""
"P53616-1","reviewed","SUN4","P53616-1",""
"P53615-1","reviewed","NCE103","P53615-1",""
"P26798-1","reviewed","INO2","P26798-1",""
"P49090-1","reviewed","ASN2","P49090-1",""
"P49095-1","reviewed","GCV2","P49095-1",""
"P54964-1","reviewed","REX2","P54964-1",""
"P53846-1","reviewed","LTO1","P53846-1",""
"Q12189-1","reviewed","RKI1","Q12189-1",""
"Q12188-1","reviewed","REC8","Q12188-1",""
"P53335-1","reviewed","PXR1","P53335-1",""
"Q12182-1","reviewed","","Q12182-1",""
"Q12181-1","reviewed","TAH18","Q12181-1",""
"Q12180-1","reviewed","HAL9","Q12180-1",""
"Q12186-1","reviewed","MSL5","Q12186-1",""
"Q12185-1","reviewed","","Q12185-1",""
"Q12184-1","reviewed","YAH1","Q12184-1",""
"P53337-1","reviewed","ERV29","P53337-1",""
"O13577-1","reviewed","DIF1","O13577-1",""
"O13574-1","reviewed","","O13574-1",""
"O13578-1","reviewed","","O13578-1",""
"P07255-1","reviewed","COX9","P07255-1",""
"P53843-1","reviewed","IST1","P53843-1",""
"P53840-1","reviewed","TOF1","P53840-1",""
"P53841-1","reviewed","BSC4","P53841-1",""
"P30952-1","reviewed","MLS1","P30952-1",""
"P23561-1","reviewed","STE11","P23561-1",""
"P14724-1","reviewed","CDC26","P14724-1",""
"P17260-1","reviewed","KRE1","P17260-1",""
"P17261-1","reviewed","ERS1","P17261-1",""
"P07251-1","reviewed","ATP1","P07251-1",""
"Q06350-1","reviewed","CTS2","Q06350-1",""
