"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q9VHX3-1","unreviewed","Dmel\CG11052","","Q9VHX3-1"
"Q9VHX0-1","unreviewed","Pbp95","","Q9VHX0-1"
"Q9VHX1-1","unreviewed","Dmel\CG10435","","Q9VHX1-1"
"Q9VEX9-1","reviewed","Bin1","Q9VEX9-1","A0A126GUU7-1"
"Q9VEX1-1","unreviewed","Zip89B","","Q9VEX1-1"
"Q9VEX0-1","reviewed","Sulf1","Q9VEX0-1","D1Z367-1"
"Q9VEX7-1","unreviewed","tara","","Q9VEX7-1"
"Q9VEX7-1","unreviewed","tara","","Q9NHB9-1"
"Q9VEX6-1","reviewed","bor","Q9VEX6-1",""
"Q9VEX5-1","reviewed","Asun","Q9VEX5-1",""
"Q9VEX4-1","unreviewed","Mst89B","","Q9VEX4-1"
"Q9VZS7-1","reviewed","hob","Q9VZS7-1",""
"Q961K6-1","unreviewed","Dmel\CG3829","","Q961K6-1"
"Q961K4-1","unreviewed","Srg2","","Q961K4-1"
"Q8MSV2-5","reviewed","shep","Q8MSV2-1",""
"Q8MSV2-5","reviewed","shep","Q8MSV2-2",""
"Q8MSV2-5","reviewed","shep","Q8MSV2-4",""
"Q8MSV2-5","reviewed","shep","Q8MSV2-5",""
"Q8MSV2-5","reviewed","shep","Q8MSV2-6",""
"Q8MSV2-5","reviewed","shep","Q8MSV2-7",""
"Q9VFN9-1","unreviewed","dHYPK","","Q9VFN9-1"
"Q9VFN2-1","reviewed","Or88a","Q9VFN2-1",""
"Q9VFN1-1","unreviewed","Dmel\CG14357","","Q9VFN1-1"
"Q9VFN7-1","unreviewed","Npc2b","","Q9VFN7-1"
"Q9VFN5-1","unreviewed","anon-WO0140519.48","","Q9VFN5-1"
"Q9VWT5-1","unreviewed","Xrcc2","","Q9VWT5-1"
"Q9VXC9-1","unreviewed","SP99","","Q9VXC9-1"
"Q9VXC8-1","unreviewed","sphe","","Q9VXC8-1"
"Q9VXC7-1","unreviewed","Dmel\CG9673","","Q9VXC7-1"
"Q9VXC6-1","unreviewed","Dmel\CG4653","","Q9VXC6-1"
"Q9VXC5-1","unreviewed","SPH161","","Q9VXC5-1"
"Q9VXC2-1","unreviewed","Dmel\CG13008","","Q9VXC2-1"
"Q9VXC1-1","unreviewed","Dmel\CG34325","","X2JFG6-1"
"Q9VXC1-1","unreviewed","Dmel\CG34325","","Q9VXC1-1"
"P51123-1","reviewed","Taf1","P51123-1","A0A0B4K602-1"
"P51123-1","reviewed","Taf1","P51123-2","A0A0B4LGU9-1"
"P51123-1","reviewed","Taf1","P51123-3","E1JJ72-1"
"P17704-1","reviewed","RpS17","P17704-1",""
"Q9VYK8-1","unreviewed","Aven","","Q9VYK8-1"
"Q9VYK9-1","unreviewed","Dmel\CG15728","","Q9VYK9-1"
"Q9VYK6-1","unreviewed","Tomosyn","","Q9VYK5-1"
"Q9VYK6-1","unreviewed","Tomosyn","","A4V4D2-1"
"Q9VYK6-1","unreviewed","Tomosyn","","Q9VYK6-1"
"Q9VYK7-1","unreviewed","Dmel\CG2540","","Q9VYK7-1"
"Q9VSP7-1","unreviewed","Dmel\CG13306","","Q9VSP7-1"
"Q9VSP0-1","unreviewed","Dmel\CG6511","","Q9VSP0-1"
"Q9VSP9-1","unreviewed","Acbp5","","Q9VSP9-1"
"Q9VSP8-1","unreviewed","Dmel\CG6576","","Q9VSP8-1"
"Q24292-1","reviewed","ds","Q24292-1","X2J8E9-1"
"Q24297-1","reviewed","SmF","Q24297-1",""
"Q24298-1","reviewed","shg","Q24298-1",""
"X2JGL7-1","unreviewed","Sms","","Q9VTW0-1"
"X2JGL7-1","unreviewed","Sms","","Q9VTW1-1"
"X2JGL7-1","unreviewed","Sms","","X2JB05-1"
"X2JGL7-1","unreviewed","Sms","","X2JGL7-1"
"O17444-1","reviewed","VAChT","O17444-1",""
"Q8SX68-1","reviewed","Naus","Q8SX68-1",""
"M9PFI7-1","unreviewed","Dmel\CG43680","","M9PFI7-1"
"O61492-1","reviewed","Flo2","O61492-1","A4V4F2-1"
"O61492-1","reviewed","Flo2","O61492-2","C9QP31-1"
"O61492-1","reviewed","Flo2","O61492-3","E1JJL2-1"
"O61492-1","reviewed","Flo2","O61492-4","F2FB46-1"
"O61492-1","reviewed","Flo2","","M9PHL7-1"
"O61492-1","reviewed","Flo2","","M9PHT0-1"
"O61492-1","reviewed","Flo2","","M9PJN2-1"
"Q9W493-1","unreviewed","AdamTS-B","","Q8MRL5-1"
"Q9W493-1","unreviewed","AdamTS-B","","Q9W493-1"
"Q9W490-1","unreviewed","CG15774","","X2JAJ7-1"
"Q9W490-1","unreviewed","CG15774","","Q9W490-1"
"Q9W490-1","unreviewed","CG15774","","Q9W492-1"
"Q6IIA4-1","unreviewed","BP1006","","Q6IIA4-1"
"Q9XYF4-1","reviewed","Dronc","Q9XYF4-1",""
"M9PHI7-1","unreviewed","kri","","M9PHI7-1"
"M9PHI7-1","unreviewed","kri","","Q9VRQ1-1"
"M9PHI0-1","unreviewed","Hk","","M9PGS8-1"
"M9PHI0-1","unreviewed","Hk","","M9PE66-1"
"M9PHI0-1","unreviewed","Hk","","M9NEC7-1"
"M9PHI0-1","unreviewed","Hk","","M9NF11-1"
"M9PHI0-1","unreviewed","Hk","","M9NGY7-1"
"M9PHI0-1","unreviewed","Hk","","M9PHI0-1"
"M9PHI0-1","unreviewed","Hk","","Q9W2W9-1"
"M9PHI0-1","unreviewed","Hk","","Q9W2X0-1"
"Q59E43-1","unreviewed","anon-AE003501.1","","Q8IR19-1"
"Q59E43-1","unreviewed","anon-AE003501.1","","Q59E43-1"
"M9PHI8-1","unreviewed","CG32543","","M9PHI8-1"
"M9PHI8-1","unreviewed","CG32543","","Q9VWP8-1"
"Q9VBK9-1","unreviewed","Dmel\CG5913","","Q9VBK9-1"
"Q9VW38-1","unreviewed","Dmel\CG14102","","Q9VW38-1"
"Q9VW34-1","unreviewed","serp","","Q9VW34-1"
"Q9VW35-1","unreviewed","Trpml","","Q9VW35-1"
"Q9VW36-1","unreviewed","ms(3)76Ca","","Q9VW36-1"
"Q9VW37-1","unreviewed","SREBP","","Q9VW37-1"
"P26686-1","reviewed","B52","P26686-1","A0A0C4DHG5-1"
"P26686-1","reviewed","B52","P26686-2",""
"P26686-1","reviewed","B52","P26686-3",""
"P26686-1","reviewed","B52","P26686-4",""
"P26686-1","reviewed","B52","P26686-5",""
"P26686-1","reviewed","B52","P26686-6",""
"P26686-1","reviewed","B52","P26686-7",""
"A0A0B4LHG3-1","unreviewed","Dmel\CG45218","","A0A0B4LHG3-1"
"O02373-1","reviewed","sgl","O02373-1",""
"Q9VBK7-1","unreviewed","Mco3","","Q9VBK7-1"
"Q8I0J3-1","unreviewed","mRpS21","","Q8I0J3-1"
"Q9NDM2-1","reviewed","Tre1","Q9NDM2-1","M9NGQ9-1"
"Q9NDM2-1","reviewed","Tre1","","X2JIG6-1"
"Q9VQ91-1","reviewed","papi","Q9VQ91-1",""
"Q9VQ93-1","reviewed","sau","Q9VQ93-1",""
"Q9VQ95-1","unreviewed","Tengl3","","Q9VQ95-1"
"Q9VQ96-1","unreviewed","CG31686","","Q9VQ96-1"
"Q9VQ97-1","unreviewed","Ser12","","Q9VQ97-1"
"Q9VQ98-1","unreviewed","Dmel\CG17239","","Q9VQ98-1"
"Q9VQ99-1","unreviewed","SP113","","Q9VQ99-1"
"Q8SYP1-1","unreviewed","CG14558","","Q8SYP1-1"
"Q7K4M9-1","unreviewed","anon-EST:fe1H12","","A8DYI9-1"
"Q7K4M9-1","unreviewed","anon-EST:fe1H12","","A1ZBH1-1"
"Q7K4M9-1","unreviewed","anon-EST:fe1H12","","Q7K4M9-1"
"Q7K4M4-1","reviewed","tef","Q7K4M4-1",""
"Q27272-1","reviewed","e(y)1","Q27272-1",""
"Q9NHV9-1","reviewed","Vav","Q9NHV9-1","A8JUQ9-1"
"Q9NHV9-1","reviewed","Vav","Q9NHV9-2","M9PHJ6-1"
"Q9VB86-1","unreviewed","TwdlT","","Q9VB86-1"
"Q9VB80-1","unreviewed","Dmel\CG14258","","Q9VB80-1"
"Q9VB81-1","unreviewed","Cpr97Eb","","Q9VB81-1"
"Q9VB82-1","unreviewed","Cpr97Ea","","A0A0B4KH84-1"
"Q9VB82-1","unreviewed","Cpr97Ea","","Q9VB82-1"
"Q9VB83-1","unreviewed","Dmel\CG14257","","Q9VB83-1"
"Q9VB83-1","unreviewed","Dmel\CG14257","","A0A0B4KHY9-1"
"Q9VB88-1","unreviewed","DmelL1","","Q9VB88-1"
"Q9VB89-1","unreviewed","DmelL2","","Q9VB89-1"
"A1ZB93-1","unreviewed","BcDNA:GH04922","","Q0E930-1"
"A1ZB93-1","unreviewed","BcDNA:GH04922","","A1ZB93-1"
"A1ZB93-1","unreviewed","BcDNA:GH04922","","A1ZB92-1"
"Q9W0M2-1","reviewed","Gr61a","Q9W0M2-1","M9PGM7-1"
"Q9W0M2-1","reviewed","Gr61a","","X2JCA9-1"
"P07548-1","reviewed","Dfd","P07548-1",""
"P09077-1","reviewed","Scr","P09077-1","A0A499GTR4-1"
"P09077-1","reviewed","Scr","","A0A4D6K1B2-1"
"P09077-1","reviewed","Scr","","A0A6H2EG18-1"
"P09077-1","reviewed","Scr","","A4V2I1-1"
"P53777-1","reviewed","Mlp60A","P53777-1","A0A0B4LGF8-1"
"P53777-1","reviewed","Mlp60A","","B7YZP9-1"
"Q9VLF8-1","unreviewed","Dmel\CG9555","","Q9VLF8-1"
"Q9VLF0-1","unreviewed","DIP-zeta","","M9MSH3-1"
"Q9VLF0-1","unreviewed","DIP-zeta","","Q9VLF0-1"
"Q9VLF1-1","unreviewed","Dmel\CG9582","","Q9VLF1-1"
"Q9VLF2-1","unreviewed","Rcd-1r","","Q9VLF2-1"
"Q9VLF4-1","unreviewed","Dmel\CG9568","","Q9VLF4-1"
"Q9VLF5-1","unreviewed","Try29F","","Q9VLF5-1"
"Q9VLF6-1","reviewed","","Q9VLF6-1","M9MRG1-1"
"Q9VLF7-1","unreviewed","Dmel\CG17906","","Q9VLF7-1"
"X2JD42-1","unreviewed","Dmel\CG45081","","X2JD42-1"
"P42519-1","reviewed","S","P42519-1","A4UZY2-1"
"Q8INB5-1","unreviewed","Dmel\CG42446","","Q8INB5-1"
"Q05733-1","reviewed","Hdc","Q05733-1","A0A0B4KEQ1-1"
"Q05733-1","reviewed","Hdc","","I0B8M2-1"
"Q9VVT8-1","unreviewed","ACSL1","","M9PCX4-1"
"Q9VVT8-1","unreviewed","ACSL1","","E2QCY2-1"
"Q9VVT8-1","unreviewed","ACSL1","","Q9VVT8-1"
"Q9VVT9-1","reviewed","NijB","Q9VVT9-1",""
"Q9VVT4-1","unreviewed","Dmel\CG14074","","Q9VVT4-1"
"Q9VVT5-1","reviewed","Dysb","Q9VVT5-1","M9PI95-1"
"Q9VVT6-1","unreviewed","Grx1","","Q9VVT6-1"
"Q9VVT2-1","reviewed","Indy","Q9VVT2-1","E1JI19-1"
"Q9VVT2-1","reviewed","Indy","Q9VVT2-2",""
"Q95029-1","reviewed","Cp1","Q95029-1","A0A0B4JD48-1"
"Q95029-1","reviewed","Cp1","Q95029-2",""
"Q95028-1","reviewed","Ldh","Q95028-1","B5RJQ0-1"
"Q9VVA7-1","unreviewed","TSG101","","Q9VVA7-1"
"Q9VMS1-1","unreviewed","cype","","Q9VMS1-1"
"Q9VMS7-1","reviewed","Cyp4ac3","Q9VMS7-1",""
"P40808-1","reviewed","Odc2","P40808-1",""
"P40809-1","reviewed","RacGAP84C","P40809-1",""
"P40809-1","reviewed","RacGAP84C","P40809-2",""
"Q9VVA0-1","reviewed","","Q9VVA0-1","M9PFS8-1"
"P40807-1","reviewed","Odc1","P40807-1",""
"Q8IH23-1","unreviewed","CG13335","","Q8IH23-1"
"Q8IH24-1","reviewed","MED31","Q8IH24-1","A0A0B4K6R3-1"
"Q8IH24-1","reviewed","MED31","Q8IH24-2","A0A0B4KG28-1"
"Q8IH24-1","reviewed","MED31","","A0A0B4LGM8-1"
"Q8T088-1","reviewed","","Q8T088-1",""
"X2JDL1-1","unreviewed","Dmel\CG45307","","X2JDL1-1"
"Q9VJ75-1","unreviewed","Dmel\CG10413","","Q9VJ75-1"
"Q9VJ74-1","unreviewed","Dmel\CG10333","","Q9VJ74-1"
"O97365-1","unreviewed","SPARC","","O97365-1"
"A0A0B4KFF9-1","unreviewed","jbug","","A0A0B4KFF9-1"
"A0A0B4KFF9-1","unreviewed","jbug","","E1JGS7-1"
"A0A0B4KFF9-1","unreviewed","jbug","","Q8MME5-1"
"A0A0B4KFF9-1","unreviewed","jbug","","Q9W204-1"
"A0A0B4KFF9-1","unreviewed","jbug","","Q9W205-1"
"A0A0B4KFF9-1","unreviewed","jbug","","A0A0B4KEX6-1"
"Q9VJ73-1","unreviewed","Atac2","","Q9VJ73-1"
"Q9VJ72-1","unreviewed","IFT46","","Q9VJ72-1"
"Q9VVA8-1","reviewed","kud","Q9VVA8-1","G2J5U1-1"
"Q9VJ79-1","reviewed","Pde11","Q9VJ79-1","M9MRK1-1"
"Q9VJ79-1","reviewed","Pde11","Q9VJ79-2","M9MSJ0-1"
"Q9VJ79-1","reviewed","Pde11","Q9VJ79-3","X2J6P6-1"
"Q9VJ79-1","reviewed","Pde11","","X2J8Z1-1"
"A0A0B4KFF2-1","unreviewed","Dmel\CG43742","","A0A0B4KFF2-1"
"Q9VL52-1","reviewed","SoYb","Q9VL52-1",""
"M9PH26-1","unreviewed","HLH4C","","M9PH26-1"
"M9PH26-1","unreviewed","HLH4C","","Q9W4I4-1"
"A0A1Z1CH25-1","unreviewed","Dmel\CG11891","","A0A1Z1CH25-1"
"A0A1Z1CH22-1","unreviewed","CG7708-5'utr","","A0A1Z1CH22-1"
"Q9VND8-1","reviewed","Rheb","Q9VND8-1",""
"A0A0B4LHX0-1","unreviewed","CAH16","","A0A0B4LHX0-1"
"A0A0B4LHX0-1","unreviewed","CAH16","","A0A0B4LHX8-1"
"A0A0B4LHX0-1","unreviewed","CAH16","","Q9V9Y7-1"
"A0A0B4KI34-1","unreviewed","cindr","","Q86PF3-1"
"A0A0B4KI34-1","unreviewed","cindr","","Q9VA35-1"
"A0A0B4KI34-1","unreviewed","cindr","","A0A0B4KI32-1"
"A0A0B4KI34-1","unreviewed","cindr","","A0A0B4KHG1-1"
"A0A0B4KI34-1","unreviewed","cindr","","A0A0B4KHJ8-1"
"A0A0B4KI34-1","unreviewed","cindr","","A0A0B4KI34-1"
"A0A0B4KI34-1","unreviewed","cindr","","Q9VA36-1"
"A0A0B4KI34-1","unreviewed","cindr","","Q9Y154-1"
"A0A0B4LHX3-1","unreviewed","Dmel\CG44954","","A0A0B4LHX3-1"
"Q7JYV3-1","unreviewed","anon-WO0140519.63","","Q7JYV3-1"
"Q9V998-1","reviewed","ubl","Q9V998-1",""
"A1Z8Q0-1","unreviewed","Twdlbeta","","A1Z8Q0-1"
"D6W4T8-1","unreviewed","pod1","","D6W4T8-1"
"D6W4T8-1","unreviewed","pod1","","Q9W3W1-1"
"D6W4T8-1","unreviewed","pod1","","A8JV09-1"
"D6W4T1-1","unreviewed","Dmel\CG42781","","D6W4T1-1"
"P45975-1","reviewed","Su(var)3-9","P45975-1",""
"Q9VI81-1","unreviewed","Dmel\CG14607","","Q9VI81-1"
"Q8IMK0-1","unreviewed","alpha-Man-Ic","","Q8IMK0-1"
"Q8IMK1-1","unreviewed","CG31035","","A0A0C4DHB8-1"
"Q8IMK1-1","unreviewed","CG31035","","Q0KHZ4-1"
"Q8IMK1-1","unreviewed","CG31035","","Q8IMK1-1"
"Q8IMK6-1","unreviewed","Dmel\CG15506","","Q8IMK6-1"
"O17432-1","unreviewed","Cdk9","","O17432-1"
"Q9W481-1","unreviewed","Dmel\CG15771","","Q8IRR4-1"
"Q9W481-1","unreviewed","Dmel\CG15771","","Q9W481-1"
"Q9W483-1","unreviewed","Dmel\CG15772","","Q9W483-1"
"Q9W482-1","unreviewed","lin-52","","Q9W482-1"
"Q9W485-1","reviewed","IntS6","Q9W485-1",""
"Q9W484-1","reviewed","Rtel1","Q9W484-1","M9PGH6-1"
"Q9W487-1","unreviewed","Dmel\CG15773","","Q4V5L2-1"
"Q9W487-1","unreviewed","Dmel\CG15773","","Q9W487-1"
"Q9W486-1","unreviewed","Snx27","","Q9W486-1"
"Q9W486-1","unreviewed","Snx27","","X2JIH1-1"
"Q9W486-1","unreviewed","Snx27","","F3YD98-1"
"A1ZAD7-1","unreviewed","Dmel\CG30100","","A1ZAD7-1"
"A1ZAD5-1","unreviewed","Dmel\CG30099","","A1ZAD5-1"
"A1ZAD3-1","unreviewed","Dmel\CG9068","","A1ZAD3-1"
"A1ZAD2-1","unreviewed","Dmel\CG7755","","A1ZAD2-1"
"Q7KIN0-1","reviewed","Toll-7","Q7KIN0-1",""
"Q8IPU1-1","unreviewed","CG10167","","Q8IPU1-1"
"Q8IPU1-1","unreviewed","CG10167","","Q9VP69-1"
"Q8IPU3-1","unreviewed","tzn","","Q9VPB3-1"
"Q8IPU3-1","unreviewed","tzn","","Q8IPU3-1"
"Q8IPU3-1","unreviewed","tzn","","Q9I7P8-1"
"Q8IPU5-1","reviewed","Gr77a","Q8IPU5-1",""
"Q9W2B5-1","unreviewed","ppk9","","A0A0B4LG42-1"
"Q9W2B5-1","unreviewed","ppk9","","Q9W2B5-1"
"Q9W2B1-1","reviewed","Gr58b","Q9W2B1-1",""
"Q9W2B0-1","unreviewed","dany","","Q9W2B0-1"
"Q9W2B3-1","unreviewed","Dmel\CG9304","","Q9W2B3-1"
"Q9W2B2-1","reviewed","Gr58c","Q9W2B2-1",""
"A1ZBB5-1","unreviewed","CheA56a","","A1ZBB5-1"
"A1ZBB1-1","unreviewed","Dmel\CG5335","","A1ZBB1-1"
"Q9V460-1","reviewed","Spt5","Q9V460-1",""
"Q9V460-1","reviewed","Spt5","Q9V460-2",""
"Q9V461-1","reviewed","Mcm6","Q9V461-1",""
"A0A384TRA6-1","unreviewed","Dmel\CG46321","","A0A384TRA6-1"
"Q9V463-1","reviewed","Nup154","Q9V463-1",""
"Q9V464-1","reviewed","asf1","Q9V464-1","C0MIY4-1"
"Q9V466-1","reviewed","Nup107","Q9V466-1",""
"Q9V468-1","reviewed","","Q9V468-1",""
"Q9V468-1","reviewed","","Q9V468-2",""
"Q95T98-1","unreviewed","CG9798","","Q95T98-1"
"Q7JRA5-1","unreviewed","Dmel\CG14756","","Q7JRA5-1"
"Q7JUW8-1","unreviewed","Dmel\CG13196","","Q7JUW8-1"
"Q8SXL5-1","unreviewed","Dmel\CG13806","","Q8SXL5-1"
"Q8SXL2-1","reviewed","CCHa2","Q8SXL2-1",""
"Q9VVI9-1","reviewed","Vps60","Q9VVI9-1","M9PCV9-1"
"Q9VVI3-1","reviewed","Nedd4","Q9VVI3-1","B7Z067-1"
"Q9VVI3-1","reviewed","Nedd4","Q9VVI3-2","B7Z068-1"
"Q9VVI3-1","reviewed","Nedd4","Q9VVI3-3","M9PFK2-1"
"Q9VVI3-1","reviewed","Nedd4","Q9VVI3-4","M9PFY9-1"
"Q9VVI3-1","reviewed","Nedd4","","Q8IQR5-1"
"Q9VVI2-1","reviewed","Edc3","Q9VVI2-1",""
"Q9VVI1-1","unreviewed","Alsin2","","Q9VVI1-1"
"Q9VVI0-1","unreviewed","U4-U6-60K","","Q9VVI0-1"
"Q86S05-1","reviewed","lig","Q86S05-1","A0A0B4K6T1-1"
"Q86S05-1","reviewed","lig","Q86S05-2","A0A0B4K7U5-1"
"Q86S05-1","reviewed","lig","Q86S05-3","A0A0B4KFC5-1"
"Q86S05-1","reviewed","lig","","A0A126GUM8-1"
"Q86S05-1","reviewed","lig","","D0Z768-1"
"Q86S05-1","reviewed","lig","","E1JH02-1"
"B6VQA0-1","unreviewed","betaNACtes3","","B6VQA0-1"
"B6VQA1-1","reviewed","dimm","B6VQA1-1","M9PDD7-1"
"Q95RS6-1","unreviewed","BcDNA:LD13269","","Q95RS6-1"
"Q9VWE8-1","unreviewed","Arp10","","Q9VWE8-1"
"Q9VWE9-1","reviewed","Sec61gamma","Q9VWE9-1","X2JCL6-1"
"Q9VWE6-1","reviewed","Elys","Q9VWE6-1","X2JG50-1"
"Q9VWE7-1","unreviewed","Ranbp21","","Q9VWE7-1"
"Q9VWE4-1","unreviewed","Ssu72","","M9PHZ3-1"
"Q9VWE4-1","unreviewed","Ssu72","","Q9VWE4-1"
"Q9VWE5-1","unreviewed","Dmel\CG14223","","Q9VWE5-1"
"Q9VWE0-1","reviewed","dome","Q9VWE0-1",""
"Q86BG1-1","unreviewed","ASPP","","A0A0B4KF17-1"
"Q86BG1-1","unreviewed","ASPP","","Q86BG1-1"
"Q86BG1-1","unreviewed","ASPP","","Q9W2J2-1"
"Q86BG3-1","unreviewed","Dmel\CG33170","","Q29QY7-1"
"Q86BG3-1","unreviewed","Dmel\CG33170","","Q86BG3-1"
"Q4V4P2-1","unreviewed","CG12825-RA","","Q4V4P2-1"
"Q4V4P1-1","unreviewed","Dmel\CG12868","","Q4V4P1-1"
"Q9VNQ6-1","unreviewed","Dmel\CG32459","","Q9VNQ6-1"
"Q9VNQ5-1","unreviewed","Dmel\CG13239","","Q9VNQ5-1"
"Q9VNQ3-1","unreviewed","EMC4","","Q9VNQ3-1"
"Q9Y1T2-1","unreviewed","Apc2","","Q9Y1T2-1"
"Q9Y1T2-1","unreviewed","Apc2","","A0A1Z1CN92-1"
"Q7JZV0-1","reviewed","Cpr47Eg","Q7JZV0-1",""
"M9NE27-1","unreviewed","Dmel\CG13707","","M9NE27-1"
"M9NE27-1","unreviewed","Dmel\CG13707","","Q9VZ80-1"
"M9NE21-1","unreviewed","Dmel\CG43133","","M9NE21-1"
"M9PDL2-1","unreviewed","AspRS-m","","M9PDL2-1"
"M9PDL2-1","unreviewed","AspRS-m","","Q9VJH2-1"
"Q8SZ30-1","unreviewed","spn-D","","Q8SZ30-1"
"M9PDL5-1","unreviewed","Dmel\CG14052","","M9PDL5-1"
"Q8SZ38-1","unreviewed","Dmel\CG12011","","Q8SZ38-1"
"A4UZL3-1","unreviewed","Ehbp1","","B7YZI1-1"
"A4UZL3-1","unreviewed","Ehbp1","","A1ZAN2-1"
"A4UZL3-1","unreviewed","Ehbp1","","A4UZL2-1"
"A4UZL3-1","unreviewed","Ehbp1","","A4UZL3-1"
"Q058Z8-1","unreviewed","Dmel\CG30324","","Q058Z8-1"
"Q9W5B3-1","unreviewed","eIF4E7","","Q9W5B3-1"
"Q00G30-1","unreviewed","Snoo","","Q00G30-1"
"Q5LJU1-1","unreviewed","Cnep1r1","","Q5LJU1-1"
"X2J9G7-1","unreviewed","chr2L_11663230_11663806","","X2J9G7-1"
"Q7YXH9-1","unreviewed","Drsl2","","Q7YXH9-1"
"A1Z7I6-1","unreviewed","Dmel\CG30356","","A1Z7I6-1"
"M9PEV1-1","unreviewed","Dmel\CG8564","","M9PEV1-1"
"M9PEV1-1","unreviewed","Dmel\CG8564","","Q9VS63-1"
"A1Z7I5-1","unreviewed","Dmel\CG30357","","A1Z7I5-1"
"A1Z7I2-1","unreviewed","Dmel\CG14743","","A1Z7I2-1"
"A1Z7I1-1","unreviewed","Dmel\CG14744","","A0A0B4LEV7-1"
"A1Z7I1-1","unreviewed","Dmel\CG14744","","A1Z7I1-1"
"A1Z7I1-1","unreviewed","Dmel\CG14744","","A0A0B4LEG9-1"
"Q7K3X8-1","unreviewed","Alp6","","Q7K3X8-1"
"B7Z0W9-1","reviewed","OtopLc","B7Z0W9-1",""
"B7Z0W9-1","reviewed","OtopLc","B7Z0W9-2",""
"B7Z0W9-1","reviewed","OtopLc","B7Z0W9-3",""
"A8DYG8-1","unreviewed","bs26g12.y1","","A8DYG8-1"
"A8DYG0-1","unreviewed","SP118","","A8DYG0-1"
"A8DYG7-1","unreviewed","CG6301","","A8DYG7-1"
"A8DYG6-1","unreviewed","Dmel\CG34189","","A8DYG6-1"
"Q9NLA6-1","reviewed","oaf","Q9NLA6-1","A4V013-1"
"Q9VF71-1","reviewed","","Q9VF71-1","A0A0B4JDE8-1"
"Q9VF70-1","unreviewed","Ccm3","","Q9VF70-1"
"Q9VF73-1","unreviewed","Dmel\CG34404","","Q9VF73-1"
"Q9VF73-1","unreviewed","Dmel\CG34404","","Q9VF74-1"
"Q9VF73-1","unreviewed","Dmel\CG34404","","Q7KSI6-1"
"Q9VF72-1","unreviewed","Dmel\CG14868","","Q9VF72-1"
"Q9VF77-1","unreviewed","Trax","","Q9VF77-1"
"Q9VF78-1","reviewed","Cog2","Q9VF78-1",""
"Q24509-1","reviewed","Syx5","Q24509-1","A4V0S1-1"
"P52302-1","reviewed","l(3)mbn","P52302-1","A0A0S0WGW8-1"
"P52302-1","reviewed","l(3)mbn","","A0A0S0WNZ2-1"
"P52304-1","reviewed","polo","P52304-1",""
"Q9VNY6-1","unreviewed","Dmel\CG14572","","Q9VNY6-1"
"Q8SY05-1","unreviewed","gi7300665","","Q8SY05-1"
"Q9VNY1-1","unreviewed","BcDNA:GM07065","","Q9VNY1-1"
"Q7KA66-1","unreviewed","Spn43Aa","","Q7KA66-1"
"M9NGF1-1","unreviewed","Dmel\CG43181","","M9NGF1-1"
"Q8MLT4-1","unreviewed","Gp150","","Q24007-1"
"Q8MLT4-1","unreviewed","Gp150","","A0A0B4LGB0-1"
"Q8MLT4-1","unreviewed","Gp150","","Q8MLT4-1"
"A0A6M3Q7S6-1","unreviewed","lncRNA:CR43428","","A0A6M3Q7S6-1"
"Q8MLT8-1","unreviewed","Dmel\CG30278","","Q8MLT8-1"
"Q8MS84-1","unreviewed","Dmel\CG7881","","Q8MS84-1"
"Q7K5N4-1","reviewed","calypso","Q7K5N4-1",""
"Q9VPT2-1","unreviewed","Dmel\CG3544","","Q9VPT2-1"
"Q9VPT3-1","unreviewed","Dbp21E2","","Q9VPT3-1"
"Q9VPT0-1","unreviewed","Dmel\CG13947","","Q9VPT0-1"
"Q9VPT1-1","reviewed","Gr21a","Q9VPT1-1","M9PAZ2-1"
"Q9VPT6-1","unreviewed","Dmel\CG15880","","Q9VPT6-1"
"Q9VPT7-1","reviewed","PGAP2","Q9VPT7-1",""
"Q9VPT4-1","unreviewed","Saf6","","M9PC25-1"
"Q9VPT4-1","unreviewed","Saf6","","Q9VPT4-1"
"Q9VPT5-1","reviewed","Pex12","Q9VPT5-1","M9PBP1-1"
"Q04691-1","reviewed","Fbp1","Q04691-1","M9PFK6-1"
"Q04691-1","reviewed","Fbp1","Q04691-2",""
"Q9VPT8-1","reviewed","Clp","Q9VPT8-1",""
"Q9VPT9-1","unreviewed","Dmel\CG3662","","Q2PDW1-1"
"Q9VPT9-1","unreviewed","Dmel\CG3662","","Q9VPT9-1"
"Q9VTM2-1","unreviewed","Dph1","","Q9VTM2-1"
"P43332-1","reviewed","snf","P43332-1",""
"Q9W0S2-1","unreviewed","RhoGEF3","","A0A6J3SKB4-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","B7Z0H3-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","E1JHV3-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","Q8IRJ2-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","Q8IRJ3-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","Q8IRJ4-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","Q9W0R9-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","Q9W0S0-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","Q9W0S2-1"
"Q9W0S2-1","unreviewed","RhoGEF3","","M9PBG8-1"
"Q9W0S3-1","reviewed","ttm2","Q9W0S3-1",""
