"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"D4ACM2-1","unreviewed","Mad2l1","","D4ACM2-1"
"D4ACM5-1","unreviewed","Wdr31","","D4ACM5-1"
"D4ACM5-1","unreviewed","Wdr31","","I6L9G3-1"
"D3ZFH0-1","unreviewed","Ifna4","","D3ZFH0-1"
"F1M8L9-1","unreviewed","Rapgef1","","F1M8L9-1"
"Q9Z2V2-1","reviewed","Cd40lg","Q9Z2V2-1","A0SZW2-1"
"D4A9G7-1","unreviewed","Olr602","","D4A9G7-1"
"D4A9G6-1","unreviewed","Arhgap33","","D4A9G6-1"
"D4A9G1-1","unreviewed","Rpl3l","","D4A9G1-1"
"D4A2Y9-1","unreviewed","Pex13","","D4A2Y9-1"
"F1M6X9-1","unreviewed","Zdhhc11","","F1M6X9-1"
"D3ZYT8-1","unreviewed","Pikfyve","","D3ZYT8-1"
"B2RYD0-1","unreviewed","Ube2g2","","B2RYD0-1"
"B2RYD2-1","reviewed","Esrp1","B2RYD2-1","F1LP81-1"
"B2RYD2-1","reviewed","Esrp1","B2RYD2-2",""
"B2RYD4-1","unreviewed","Lyc2","","B2RYD4-1"
"B2RYD4-1","unreviewed","Lyc2","","A0A0G2K5X1-1"
"B2RYD7-1","unreviewed","Stt3b","","B2RYD7-1"
"B2RYD7-1","unreviewed","Stt3b","","Q7TQ74-1"
"B2RYD6-1","reviewed","Ttc30b","B2RYD6-1","A0A0H2UHX9-1"
"B2RYD9-1","unreviewed","Spop","","B2RYD9-1"
"B2RYD8-1","unreviewed","Ehf","","B2RYD8-1"
"B5DEZ3-1","unreviewed","Ccdc126","","B5DEZ3-1"
"B5DEZ0-1","unreviewed","Epb41l4a","","A0A0G2JW20-1"
"B5DEZ0-1","unreviewed","Epb41l4a","","B5DEZ0-1"
"B5DEZ6-1","unreviewed","Gnpda2","","B5DEZ6-1"
"B5DEZ7-1","unreviewed","Asb10","","B5DEZ7-1"
"B5DEZ7-1","unreviewed","Asb10","","A0A096MJQ3-1"
"B5DEZ5-1","unreviewed","Zfp54","","B5DEZ5-1"
"B5DEZ8-1","unreviewed","Plxdc2","","B5DEZ8-1"
"Q5XIT5-1","unreviewed","Elf2","","Q5XIT5-1"
"Q5XIT5-1","unreviewed","Elf2","","Q5XIS3-1"
"P49000-1","reviewed","Amh","P49000-1",""
"Q5XIT7-1","unreviewed","LOC302576","","Q5XIT7-1"
"Q5XIT6-1","reviewed","Desi2","Q5XIT6-1","A0A0G2JUA0-1"
"Q5XIT1-1","reviewed","Mapre3","Q5XIT1-1",""
"Q5XIT0-1","reviewed","Cdkl2","Q5XIT0-1","A0A0G2K4K8-1"
"Q5XIT0-1","reviewed","Cdkl2","","Q6TXH3-1"
"Q5XIT3-1","reviewed","Yipf2","Q5XIT3-1",""
"Q5MYX0-1","unreviewed","Oas1e","","D4A6M3-1"
"Q5MYX0-1","unreviewed","Oas1e","","Q5MYX0-1"
"Q5XIT8-1","unreviewed","Cldn4","","Q5XIT8-1"
"P41224-1","reviewed","Tef","P41224-1","A0A0G2K2I8-1"
"F1M7J7-1","unreviewed","Cep250","","F1M7J7-1"
"O08564-1","reviewed","Plpp1","O08564-1","G3V9Y2-1"
"O08564-1","reviewed","Plpp1","O08564-2",""
"O08565-1","reviewed","Cxcr4","O08565-1","A0A0G2K9U1-1"
"D3Z9X5-1","unreviewed","RGD1304770","","D3Z9X5-1"
"O08560-1","reviewed","Dgkz","O08560-1","A0A0G2K707-1"
"O08561-1","reviewed","Pi4kb","O08561-1","A0A0G2JYH1-1"
"O08562-1","reviewed","Scn9a","O08562-1",""
"F1LU03-1","unreviewed","","","F1LU03-1"
"D3Z924-1","unreviewed","Dclre1a","","D3Z924-1"
"D3Z921-1","unreviewed","Tal1","","D3Z921-1"
"D3Z922-1","unreviewed","Vpreb1","","D3Z922-1"
"P03957-1","reviewed","Mmp3","P03957-1","A0A0G2KA34-1"
"P03957-1","reviewed","Mmp3","","F1LPL9-1"
"D3Z928-1","unreviewed","Olr721","","D3Z928-1"
"G3V9A7-1","reviewed","Mtfr1","G3V9A7-1",""
"G3V9A0-1","unreviewed","Plekhg2","","G3V9A0-1"
"G3V9A1-1","unreviewed","RGD1308065","","G3V9A1-1"
"G3V9A3-1","unreviewed","Sfn","","G3V9A3-1"
"Q334I2-1","unreviewed","Slc6a14","","Q334I2-1"
"Q566Q9-1","unreviewed","LOC103689927","","Q566Q9-1"
"Q566Q8-1","reviewed","Bles03","Q566Q8-1",""
"Q566Q8-1","reviewed","Bles03","Q566Q8-2",""
"D4A6H8-1","unreviewed","Ctnna2","","D4A6H8-1"
"A0A0G2JWN6-1","unreviewed","Olr795","","A0A0G2JWN6-1"
"D4A6H3-1","unreviewed","Steap2","","D4A6H3-1"
"Q68A65-1","reviewed","Spata21","Q68A65-1",""
"A0A0G2K1F7-1","unreviewed","Myo15a","","A0A0G2JTE7-1"
"A0A0G2K1F7-1","unreviewed","Myo15a","","A0A0G2K1F7-1"
"A0A0G2K1F5-1","unreviewed","Dhx34","","A0A0G2K1F5-1"
"A0A0G2K1F5-1","unreviewed","Dhx34","","M0R9X1-1"
"A0A0G2K1F1-1","unreviewed","Irf2","","A0A0G2K1F1-1"
"A0A0G2K1F1-1","unreviewed","Irf2","","Q0PXQ8-1"
"A0A0G2K1F0-1","unreviewed","","","A0A0G2K1F0-1"
"Q4G097-1","unreviewed","Atf6b","","Q4G097-1"
"A0A0G2JY59-1","unreviewed","Zc2hc1b","","A0A0G2JY59-1"
"A0A0G2JY59-1","unreviewed","Zc2hc1b","","F1M553-1"
"A0A0G2JY58-1","unreviewed","Pogz","","A0A0G2JY58-1"
"A0A0G2JY58-1","unreviewed","Pogz","","D3ZV33-1"
"F2Z3S9-1","unreviewed","Nr2f1","","A0A1W2Q6N8-1"
"F2Z3S9-1","unreviewed","Nr2f1","","F2Z3S9-1"
"A0A0G2JY57-1","unreviewed","Olr466","","A0A0G2JY57-1"
"A0A0G2K1W6-1","unreviewed","","","A0A0G2K1W6-1"
"Q02644-1","reviewed","Ghrhr","Q02644-1","Q91WX4-1"
"Q02644-1","reviewed","Ghrhr","Q02644-2","Q9WU99-1"
"A0A0H2UHT7-1","unreviewed","","","A0A0H2UHT7-1"
"P11475-1","reviewed","Esrrb","P11475-1",""
"P21396-1","reviewed","Maoa","P21396-1","G3V9Z3-1"
"A0A0G2K5G5-1","unreviewed","Alkbh2","","A0A0G2K5G5-1"
"A0A0G2K5G5-1","unreviewed","Alkbh2","","B2GV68-1"
"P61480-1","reviewed","Wdr12","P61480-1",""
"A0A096MJW3-1","unreviewed","","","A0A096MJW3-1"
"O35867-1","reviewed","Ppp1r9a","O35867-1",""
"O08718-1","unreviewed","Neurog3","","O08718-1"
"D4A548-1","unreviewed","Armcx5","","D4A548-1"
"D4A544-1","unreviewed","Dennd6a","","D4A544-1"
"D4A540-1","reviewed","Ecrg4","D4A540-1",""
"D4A542-1","unreviewed","Gprasp2","","D4A542-1"
"D4A543-1","unreviewed","Sox2","","D4A543-1"
"A0A0G2K687-1","unreviewed","Rubcn","","A0A0G2K687-1"
"A0A0G2K687-1","unreviewed","Rubcn","","A0A0G2K9T0-1"
"A0A0G2K684-1","unreviewed","Cr2","","D3Z9F7-1"
"A0A0G2K684-1","unreviewed","Cr2","","A0A0G2K684-1"
"A0A0G2K683-1","unreviewed","","","A0A0G2K683-1"
"A0A0G2K680-1","unreviewed","Spint3","","A0A0G2K680-1"
"A0A0G2K688-1","unreviewed","","","A0A0G2K688-1"
"A0A0G2K689-1","unreviewed","","","A0A0G2K689-1"
"F1LZN5-1","unreviewed","","","F1LZN5-1"
"P11250-1","reviewed","Rpl34","P11250-1","B2RZD4-1"
"P11250-1","reviewed","Rpl34","","F1LQ14-1"
"F1LZN9-1","unreviewed","Polr2k","","F1LZN9-1"
"Q5RJM1-1","reviewed","Srd5a3","Q5RJM1-1","A0A0G2JSH3-1"
"Q5RJM1-1","reviewed","Srd5a3","Q5RJM1-2","A0A140TAI0-1"
"Q5RJM0-1","reviewed","Nifk","Q5RJM0-1","A0A1B0GWS6-1"
"A0A0G2K358-1","unreviewed","Ctns","","A0A0G2K358-1"
"A0A0G2K358-1","unreviewed","Ctns","","D3ZG79-1"
"A0A0G2K350-1","unreviewed","Napg","","D4A0E2-1"
"A0A0G2K350-1","unreviewed","Napg","","A0A0G2K350-1"
"Q03062-1","reviewed","Hes5","Q03062-1",""
"Q03061-7","reviewed","Crem","Q03061-1",""
"Q03061-7","reviewed","Crem","Q03061-5",""
"Q03061-7","reviewed","Crem","Q03061-6",""
"Q03061-7","reviewed","Crem","Q03061-7",""
"Q9EQX9-1","reviewed","Ube2n","Q9EQX9-1",""
"Q9EQX6-1","reviewed","Pdgfc","Q9EQX6-1","A0A0G2JTE4-1"
"E9PTP9-1","unreviewed","Smgc","","E9PTP9-1"
"Q811Q0-1","reviewed","Kcnmb2","Q811Q0-1","A0A0G2K0A6-1"
"Q811Q0-1","reviewed","Kcnmb2","","B5BNW3-1"
"Q811Q0-1","reviewed","Kcnmb2","","B5BNW4-1"
"Q811Q0-1","reviewed","Kcnmb2","","G3V7A1-1"
"Q811Q1-1","reviewed","Smug1","Q811Q1-1",""
"Q811Q2-1","reviewed","Clic6","Q811Q2-1","A0A0G2JTB6-1"
"Q811Q2-1","reviewed","Clic6","","F1M9X4-1"
"Q811Q5-1","unreviewed","Nrtn","","Q811Q5-1"
"F1LPG1-1","unreviewed","","","F1LPG1-1"
"F1LPG2-1","unreviewed","Dock8","","F1LPG2-1"
"F1LPG5-1","unreviewed","Ndufb4","","F1LPG5-1"
"M0RCT7-1","unreviewed","Olr482","","M0RCT7-1"
"M0RCT2-1","unreviewed","LOC102546596","","M0RCT2-1"
"M0RCT2-1","unreviewed","LOC102546596","","M0RAB7-1"
"M0RCT3-1","unreviewed","Olr1251","","M0RCT3-1"
"M0R7W7-1","unreviewed","Syt14","","M0R7W7-1"
"M0R7W8-1","unreviewed","Traf5","","M0R7W8-1"
"D3ZNV2-1","unreviewed","Tmco5a","","D3ZNV2-1"
"D3ZRJ9-1","unreviewed","Rimklb","","D3ZRJ9-1"
"D3ZRJ8-1","unreviewed","Olr299","","D3ZRJ8-1"
"D3ZNV7-1","unreviewed","LOC100910068","","D3ZNV7-1"
"D3ZNV6-1","unreviewed","Elmod2","","D3ZNV6-1"
"D3ZNV5-1","unreviewed","Pdzrn4","","D3ZNV5-1"
"D3ZRJ3-1","unreviewed","Mab21l1","","D3ZRJ3-1"
"D3ZRJ0-1","unreviewed","Adck1","","D3ZRJ0-1"
"D3ZRJ7-1","unreviewed","Lrrk1","","D3ZRJ7-1"
"D3ZRJ6-1","unreviewed","Gpa33","","D3ZRJ6-1"
"D3ZRJ5-1","unreviewed","","","D3ZRJ5-1"
"D3ZRJ4-1","unreviewed","Olr575","","D3ZRJ4-1"
"Q99JE4-1","reviewed","Rasgrf2","Q99JE4-1",""
"Q924U1-1","reviewed","Kiss1r","Q924U1-1","A0A0G2JSL6-1"
"Q924U1-1","reviewed","Kiss1r","","A0A0G2KAL2-1"
"Q924U1-1","reviewed","Kiss1r","","A0A1W2Q6L7-1"
"Q924U0-1","reviewed","Ltb4r2","Q924U0-1",""
"Q924U5-1","reviewed","Tesk2","Q924U5-1",""
"F1M656-1","unreviewed","Tulp3","","F1M454-1"
"F1M656-1","unreviewed","Tulp3","","F1M656-1"
"F1M654-1","unreviewed","Smim1","","F1M654-1"
"F1M652-1","unreviewed","Fcrl2","","F1M652-1"
"F1M659-1","unreviewed","Cbfa2t2","","F1M659-1"
"P36375-1","reviewed","Klk10","P36375-1","Q6IE55-1"
"B0BNB8-1","unreviewed","Calml4","","B0BNB8-1"
"B0BNB9-1","unreviewed","Htra2","","B0BNB9-1"
"B0BNB4-1","unreviewed","Meaf6","","B0BNB4-1"
"B0BNB5-1","unreviewed","Nup43","","B0BNB5-1"
"B0BNB5-1","unreviewed","Nup43","","M0R9Y3-1"
"B0BNB3-1","unreviewed","Mettl5","","B0BNB3-1"
"B0BNB0-1","unreviewed","Golt1b","","B0BNB0-1"
"B0BNB1-1","unreviewed","Commd1","","B0BNB1-1"
"Q9R0W5-1","reviewed","Asic5","Q9R0W5-1",""
"F1LMH8-1","unreviewed","Btrc","","F1LMH8-1"
"Q9R0W2-1","reviewed","Slc22a2","Q9R0W2-1","A0A0G2JSP9-1"
"Q9R0W2-1","reviewed","Slc22a2","","F1LPJ0-1"
"Q9R0W1-1","reviewed","Pitx2","Q9R0W1-1",""
"Q9R0W1-1","reviewed","Pitx2","Q9R0W1-2",""
"F1LMH7-1","unreviewed","Fap","","A0A0G2JY72-1"
"F1LMH7-1","unreviewed","Fap","","F1LMH7-1"
"P27139-1","reviewed","Ca2","P27139-1",""
"M0R3L1-1","unreviewed","Mast4","","F1M4F3-1"
"M0R3L1-1","unreviewed","Mast4","","M0R3L1-1"
"P41232-1","reviewed","P2ry2","P41232-1","G3V8H8-1"
"P41237-1","reviewed","Ctxn1","P41237-1",""
"Q63068-1","reviewed","Phax","Q63068-1",""
"M0RDL8-1","unreviewed","","","M0RDL8-1"
"Q63060-1","reviewed","Gk","Q63060-1","A0A0G2K785-1"
"Q63060-1","reviewed","Gk","","A0A0G2KA23-1"
"Q63060-1","reviewed","Gk","","D3ZCI0-1"
"M0RDL2-1","unreviewed","","","M0RDL2-1"
"Q63064-1","reviewed","Cd52","Q63064-1","G3V7Y5-1"
"Q63065-1","reviewed","Pdk1","Q63065-1","F1MA54-1"
"Q8CJD3-1","reviewed","Zg16","Q8CJD3-1",""
"Q9QYV1-1","reviewed","Tmeff1","Q9QYV1-1",""
"P26260-1","reviewed","Sdc1","P26260-1",""
"Q5XI34-1","unreviewed","Ppp2r1a","","Q5XI34-1"
"Q5XI37-1","reviewed","Mrps15","Q5XI37-1",""
"Q5XI30-1","unreviewed","Mkks","","Q5XI30-1"
"Q5XI31-1","reviewed","Pigs","Q5XI31-1",""
"P06882-1","reviewed","Tg","P06882-1","A0A0G2JXY8-1"
"P06882-1","reviewed","Tg","","A0A1W2Q6Q9-1"
"P06882-1","reviewed","Tg","","G3V6V3-1"
"Q5XI33-1","reviewed","Cidec","Q5XI33-1","A0A0G2K551-1"
"P25409-1","reviewed","Gpt","P25409-1",""
"Q5XI39-1","unreviewed","Cryzl1","","Q5XI39-1"
"Q6AYF4-1","reviewed","Itgb6","Q6AYF4-1",""
"P36364-1","reviewed","Fgf9","P36364-1",""
"P36365-1","reviewed","Fmo1","P36365-1",""
"F1M7Q7-1","unreviewed","Otud4","","F1M7Q7-1"
"A0A0G2JYR9-1","unreviewed","","","A0A0G2JYR9-1"
"A0A0G2JYR1-1","unreviewed","Exoc6b","","A0A0G2JYR1-1"
"A0A0G2JYR1-1","unreviewed","Exoc6b","","B5DEY3-1"
"Q64598-1","reviewed","","Q64598-1",""
"O70534-1","reviewed","Dlk1","O70534-1",""
"O70535-1","reviewed","Lifr","O70535-1","G3V7K2-1"
"O70536-1","reviewed","Soat1","O70536-1","G3V6J2-1"
"Q64595-1","reviewed","Prkg2","Q64595-1",""
"O70531-1","reviewed","Slc26a2","O70531-1",""
"Q6P747-1","reviewed","Hp1bp3","Q6P747-1","A0A096MJ10-1"
"Q6P747-1","reviewed","Hp1bp3","","A0A096MKG6-1"
"Q6P747-1","reviewed","Hp1bp3","","F1M6V1-1"
"P06767-1","reviewed","Tac1","P06767-1",""
"P06767-1","reviewed","Tac1","P06767-2",""
"P06767-1","reviewed","Tac1","P06767-3",""
"P06767-1","reviewed","Tac1","P06767-4",""
"Q4G033-1","reviewed","Piwil4","Q4G033-1","A0A0G2K303-1"
"Q4G033-1","reviewed","Piwil4","","F1LQ32-1"
"A0A0G2K8W1-1","unreviewed","","","A0A0G2K8W1-1"
"A0A0G2K8W3-1","unreviewed","","","A0A0G2K8W3-1"
"Q9QXI3-1","reviewed","Gpr26","Q9QXI3-1",""
"D3ZL36-1","unreviewed","Olr387","","D3ZL36-1"
"D3ZL33-1","unreviewed","Olr245","","D3ZL33-1"
"P34980-1","reviewed","Ptger3","P34980-1","A0A0G2JSK4-1"
"P34980-1","reviewed","Ptger3","P34980-2","G3V7D9-1"
"P34980-1","reviewed","Ptger3","P34980-3",""
"P34987-1","reviewed","Olr867","P34987-1","A0A0G2KB88-1"
"D3ZC89-1","unreviewed","","","D3ZC89-1"
"D3ZC81-1","unreviewed","Pex10","","D3ZC81-1"
"D3ZC82-1","unreviewed","Nufip2","","D3ZC82-1"
"D3ZC87-1","unreviewed","Maff","","D3ZC87-1"
"A0A0G2K6U0-1","unreviewed","Olr678","","A0A0G2K6U0-1"
"A0A0G2K6U2-1","unreviewed","","","A0A0G2K6U2-1"
"A0A0G2K6U4-1","unreviewed","Olr1327","","A0A0G2K6U4-1"
"A0A0G2K6U7-1","unreviewed","Nfkbiz","","A0A0G2K6U7-1"
"A0A0G2K6U7-1","unreviewed","Nfkbiz","","D4A1S9-1"
"A0A0G2K8A6-1","unreviewed","Ttf2","","A0A0G2K8A6-1"
"A0A0G2K8A6-1","unreviewed","Ttf2","","A0A0G2KB51-1"
"A0A0G2K8A5-1","unreviewed","Uba1y","","A0A0G2K8A5-1"
"A0A0G2K8A4-1","unreviewed","RT1-T24-3","","A0A0G2K1X5-1"
"A0A0G2K8A4-1","unreviewed","RT1-T24-3","","A0A0G2K8A4-1"
"A0A0G2K8A4-1","unreviewed","RT1-T24-3","","A0A0U1RRS0-1"
"A0A0G2K8A4-1","unreviewed","RT1-T24-3","","M0R642-1"
"M0R429-1","unreviewed","LOC100909501","","M0R429-1"
"A0A0G2K8A9-1","unreviewed","","","A0A0G2K8A9-1"
"D3ZGU4-1","unreviewed","Olr332","","D3ZGU4-1"
"A0A0G2K9E6-1","unreviewed","","","A0A0G2K9E6-1"
"A0A0G2K9E7-1","unreviewed","Olr270","","A0A0G2K9E7-1"
"A0A0G2K9E5-1","unreviewed","Lars2","","A0A0G2K9E5-1"
"A0A0G2K9E5-1","unreviewed","Lars2","","D3Z9N3-1"
"A0A0G2K9E3-1","unreviewed","Btbd7","","A0A0G2K9E3-1"
"A0A0G2K9E3-1","unreviewed","Btbd7","","D3ZCW2-1"
"A0A0G2K9E9-1","unreviewed","Cplane2","","A0A0G2K9E9-1"
"A0A0G2K9E9-1","unreviewed","Cplane2","","D3ZJQ5-1"
"B5DF41-1","reviewed","Snph","B5DF41-1",""
"B5DF46-1","unreviewed","Pmm2","","B5DF46-1"
"B5DF45-1","reviewed","Traf6","B5DF45-1",""
"B5DF44-1","unreviewed","Kctd15","","B5DF44-1"
"B5DF48-1","unreviewed","Tyw1","","B5DF48-1"
"B0BNJ4-1","unreviewed","Ethe1","","B0BNJ4-1"
"B0BNJ0-1","unreviewed","Sin3b","","B0BNJ0-1"
"M0RBV8-1","unreviewed","","","M0RBV8-1"
"Q05683-1","reviewed","Gad2","Q05683-1",""
"P08542-1","reviewed","Ugt2b17","P08542-1",""
"P08541-1","reviewed","Ugt2b","P08541-1","D3ZLR6-1"
"P08541-1","reviewed","Ugt2b","","F1LM22-1"
"P08541-1","reviewed","Ugt2b","","F1M3E3-1"
"P08541-1","reviewed","Ugt2b","","F1M7N8-1"
"M0RC90-1","unreviewed","LOC100911857","","M0RC90-1"
"M0RBV0-1","unreviewed","Cdhr3","","M0RBV0-1"
"M0RC99-1","reviewed","Rab5a","M0RC99-1","Q6IN17-1"
"D3ZAW6-1","unreviewed","Tfe3","","D3ZAW6-1"
"D3ZAW4-1","unreviewed","Abhd4","","D3ZAW4-1"
"D3ZAW2-1","reviewed","Pisd","D3ZAW2-1","A0A0G2JTF7-1"
"D3ZAW2-1","reviewed","Pisd","","A0A0G2K0F9-1"
"Q02485-1","reviewed","Cacna1s","Q02485-1","M0RCE9-1"
"Q02485-1","reviewed","Cacna1s","Q02485-2",""
"D3ZRQ1-1","unreviewed","","","D3ZRQ1-1"
"D3ZAW9-1","unreviewed","Olr1766","","D3ZAW9-1"
"F7FNC4-1","unreviewed","Il36g","","F7FNC4-1"
"Q9EPA0-1","reviewed","Drp2","Q9EPA0-1",""
"Q6TUH8-1","unreviewed","LOC306079","","Q6TUH8-1"
"Q6TUH7-1","unreviewed","","","Q6TUH7-1"
"P97541-1","reviewed","Hspb6","P97541-1",""
"P97546-2","reviewed","Nptn","P97546-1",""
"P97546-2","reviewed","Nptn","P97546-2",""
"P97546-2","reviewed","Nptn","P97546-3",""
"P97545-1","reviewed","Ccl11","P97545-1",""
"P97544-1","reviewed","Plpp3","P97544-1","Q6IMX4-1"
"F7ETI3-1","unreviewed","Wdr41","","D4A0P5-1"
"F7ETI3-1","unreviewed","Wdr41","","F7ETI3-1"
"P19468-1","reviewed","Gclc","P19468-1",""
"D3ZKN9-1","unreviewed","Dcaf12l2","","D3ZKN9-1"
"D3ZKN0-1","unreviewed","Ccdc9b","","D3ZKN0-1"
"D3ZKN0-1","unreviewed","Ccdc9b","","A0A0G2JXY0-1"
"D3ZKN1-1","unreviewed","Bpifa6","","D3ZKN1-1"
"D3ZKN4-1","unreviewed","Whamm","","D3ZKN4-1"
"D3ZKN5-1","unreviewed","Fbxo48","","D3ZKN5-1"
"P81718-1","reviewed","Ptpn6","P81718-1","A0A0G2K064-1"
"P81718-1","reviewed","Ptpn6","","A0A0G2K163-1"
"P81718-1","reviewed","Ptpn6","","G3V9T9-1"
"Q3LF76-1","unreviewed","ian2","","Q3LF76-1"
"D3ZTK9-1","unreviewed","Snapc5","","D3ZTK9-1"
"D3ZTK7-1","unreviewed","","","D3ZTK7-1"
"D3ZTK7-1","unreviewed","","","M0RB19-1"
"D3ZTK4-1","unreviewed","Tmem144","","D3ZTK4-1"
"D3ZTK5-1","unreviewed","","","D3ZTK5-1"
"Q5J2D6-1","reviewed","Ggnbp1","Q5J2D6-1",""
"Q5KTC7-1","reviewed","Naaa","Q5KTC7-1",""
"Q8K3L6-1","reviewed","Gimap5","Q8K3L6-1","Q0R3W6-1"
"Q8K3L6-1","reviewed","Gimap5","Q8K3L6-2",""
"F7EZW5-1","unreviewed","Tmem161a","","F7EZW5-1"
"B2RZ99-1","unreviewed","Cks1b","","B2RZ99-1"
"B2RZ98-1","unreviewed","Ncf4","","B2RZ98-1"
"F1LUF8-1","unreviewed","Bnc1","","F1LUF8-1"
"B2RZ94-1","unreviewed","Zfp566","","B2RZ94-1"
"B2RZ96-1","unreviewed","Ube2r2","","B2RZ96-1"
"B2RZ92-1","unreviewed","Fam151b","","B2RZ92-1"
"D3ZJD9-1","unreviewed","Olr544","","D3ZJD9-1"
"D3ZJD8-1","unreviewed","Clec1b","","D3ZJD8-1"
"D3Z9D0-1","unreviewed","RGD1306271","","D3Z9D0-1"
"D3Z9D1-1","unreviewed","Tcf7l2","","D3Z9D1-1"
"D3ZMP6-1","unreviewed","Nop10","","D3ZMP6-1"
"D3ZMP7-1","unreviewed","LOC689081","","D3ZMP7-1"
"D3ZMP4-1","unreviewed","Olr1129","","D3ZMP4-1"
"D3ZMP5-1","unreviewed","Olr1130","","D3ZMP5-1"
"D3ZJD3-1","unreviewed","","","D3ZJD3-1"
"Q99PV2-1","unreviewed","Stxbp3","","Q99PV2-1"
"Q5U209-1","reviewed","Rnaseh2a","Q5U209-1",""
"Q5U208-1","reviewed","Thap1","Q5U208-1","F5BZ31-1"
"Q920K5-1","reviewed","Baalc","Q920K5-1",""
"Q920K5-1","reviewed","Baalc","Q920K5-2",""
"Q5U201-1","reviewed","Amn1","Q5U201-1",""
"Q5U203-1","reviewed","Ube2f","Q5U203-1",""
"Q5U203-1","reviewed","Ube2f","Q5U203-2",""
"Q5U205-1","unreviewed","Stard3nl","","Q5U205-1"
"Q5U204-1","reviewed","Lamtor3","Q5U204-1",""
"Q5U206-1","reviewed","Calml3","Q5U206-1",""
"D3ZZY8-1","unreviewed","Olfr225","","D3ZZY8-1"
"D3ZZY2-1","unreviewed","Utp14a","","D3ZZY2-1"
"D3ZZY1-1","unreviewed","LOC103691310","","D3ZZY1-1"
"D3ZZY7-1","unreviewed","Kansl1l","","D3ZZY7-1"
"D3ZZY5-1","unreviewed","Pidd1","","D3ZZY5-1"
"A0A096MKC6-1","unreviewed","","","A0A096MKC6-1"
"P01805-1","reviewed","","P01805-1",""
"M0RAP0-1","unreviewed","","","M0RAP0-1"
"M0RAP1-1","unreviewed","Utf1","","M0RAP1-1"
"M0RAP6-1","unreviewed","Tasor","","M0RAP6-1"
"M0RAP5-1","unreviewed","Sbf1","","M0RAP5-1"
"M0R5G2-1","unreviewed","Gemin7","","M0R5G2-1"
"M0R5G7-1","unreviewed","Krtap22-2","","M0R5G7-1"
"M0R5G5-1","unreviewed","Pkd1l2","","M0R5G5-1"
"D3ZLV0-1","unreviewed","Olr434","","D3ZLV0-1"
"D3ZLV5-1","unreviewed","Akna","","D3ZLV5-1"
"Q8K451-1","reviewed","Gpr156","Q8K451-1","G3V6C5-1"
"D3ZLV9-1","unreviewed","Klhl23","","D3ZLV9-1"
"D3ZLV9-1","unreviewed","Klhl23","","A0A0G2JW57-1"
"D4A838-1","unreviewed","Olr318","","D4A838-1"
"O55043-1","reviewed","Arhgef7","O55043-1","A0A0G2QC21-1"
"D4A830-1","unreviewed","Ppa2","","D4A830-1"
"D4A831-1","unreviewed","Adgrb3","","D4A831-1"
"D4A832-1","unreviewed","Slc43a3","","D4A832-1"
"D4A833-1","unreviewed","Mrps30","","D4A833-1"
"D4A834-1","unreviewed","Prg3","","D4A834-1"
"D3ZWK2-1","unreviewed","Parvg","","D3ZWK2-1"
"D3ZWK4-1","reviewed","L3mbtl1","D3ZWK4-1","H9KVG6-1"
"P48965-1","reviewed","Cdc25a","P48965-1","G3V8T0-1"
"Q6P7Q1-1","reviewed","Babam2","Q6P7Q1-1",""
"P48966-1","reviewed","Cdc25b","P48966-1","F1LQS5-1"
"P48961-1","reviewed","Ccnd3","P48961-1","Q5U321-1"
"Q6P7Q4-1","reviewed","Glo1","Q6P7Q4-1",""
"F1M4Y5-1","unreviewed","Stox1","","A0A0G2K418-1"
"F1M4Y5-1","unreviewed","Stox1","","F1M4Y5-1"
"F7FL53-1","unreviewed","Slc43a1","","F7FL53-1"
"A0A0G2JZN1-1","unreviewed","","","A0A0G2JZN1-1"
"A0A0G2JZN0-1","unreviewed","Lefty2","","A0A0G2JZN0-1"
"A0A0G2JZN0-1","unreviewed","Lefty2","","A0A0G2K998-1"
"A0A0G2JZN6-1","unreviewed","Rgs21","","A0A0G2JZN6-1"
"A0A0G2JZN4-1","unreviewed","","","A0A0G2JZN4-1"
"P62804-1","reviewed","H4c2","P62804-1",""
"P62804-1","reviewed","H4c2","P62804-2",""
"P51871-1","reviewed","Cyp4f6","P51871-1","Q6AZ67-1"
"D3ZFQ8-1","unreviewed","Cyc1","","D3ZFQ8-1"
"D3ZFQ7-1","unreviewed","Spata9","","D3ZFQ7-1"
"D3ZFQ4-1","unreviewed","Zscan10","","D3ZFQ4-1"
"A0A0U1RRU0-1","unreviewed","Srpk1","","A0A0U1RRU0-1"
"A0A0U1RRU0-1","unreviewed","Srpk1","","E9PTN4-1"
"Q7TP09-1","unreviewed","LOC100366054","","Q7TP09-1"
"Q7TP04-1","unreviewed","LOC498308","","Q7TP04-1"
"Q7TP00-1","unreviewed","Mrpl57","","B2RZD0-1"
"Q7TP00-1","unreviewed","Mrpl57","","Q7TP00-1"
"Q7TP01-1","unreviewed","LOC691143","","A0A0G2JUP9-1"
"Q7TP01-1","unreviewed","LOC691143","","Q7TP01-1"
"Q5M890-1","unreviewed","Apon","","Q5M890-1"
"Q68G38-1","reviewed","Tor1a","Q68G38-1",""
"A0A0G2JUC1-1","unreviewed","Sp5","","A0A0G2JUC1-1"
