"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q99MB3-1","reviewed","Tm2d1","Q99MB3-2","A0A0A0MQC8-1"
"Q99MB3-1","reviewed","Tm2d1","","F6R2M8-1"
"Q99MB7-1","reviewed","Rnf141","Q99MB7-1","H3BJB4-1"
"Q99MB7-1","reviewed","Rnf141","","H3BJE9-1"
"Q99MB7-1","reviewed","Rnf141","","H3BKH1-1"
"Q99MB7-1","reviewed","Rnf141","","H3BK28-1"
"Q99MB7-1","reviewed","Rnf141","","H3BJX9-1"
"Q99MB7-1","reviewed","Rnf141","","A0A1B0GT51-1"
"Q99MB7-1","reviewed","Rnf141","","H3BJU0-1"
"H3BJG9-1","reviewed","Ly6l","H3BJG9-1",""
"Q8C5Q4-1","reviewed","Grsf1","Q8C5Q4-1","E9Q179-1"
"Q8C5Q4-1","reviewed","Grsf1","","D3YV30-1"
"Q8C5Q4-1","reviewed","Grsf1","","D3YZS7-1"
"Q8C5Q4-1","reviewed","Grsf1","","D3YUN1-1"
"Q67FY2-1","reviewed","Bcl9l","Q67FY2-1","A0A1W2P7G4-1"
"Q67FY2-1","reviewed","Bcl9l","Q67FY2-2",""
"Q3UVR3-1","reviewed","Ttbk2","Q3UVR3-1","A2AW15-1"
"Q3UVR3-1","reviewed","Ttbk2","Q3UVR3-2","A2AW13-1"
"Q3UVR3-1","reviewed","Ttbk2","","A2AW14-1"
"Q9JM05-1","reviewed","Pias4","Q9JM05-1","F6RKH8-1"
"Q8R4I7-1","reviewed","Neto1","Q8R4I7-1","A0A494BAI8-1"
"E9PY36-1","unreviewed","1700029H14Rik","","Q9D9Y4-1"
"E9PY36-1","unreviewed","1700029H14Rik","","E9PY36-1"
"E9PY36-1","unreviewed","1700029H14Rik","","G3X906-1"
"Q3V1N1-1","reviewed","Mfhas1","Q3V1N1-1","A0A1B0GSG4-1"
"Q3V1N5-1","unreviewed","Heca","","A0A1W2P7N5-1"
"Q3V1N5-1","unreviewed","Heca","","Q3V1N5-1"
"Q3V1N9-1","reviewed","A3galt2","Q3V1N9-1",""
"Q3V1N9-1","reviewed","A3galt2","Q3V1N9-2",""
"Q3UFS4-1","reviewed","Gpatch11","Q3UFS4-1","A0A3B2WAW3-1"
"Q3UFS4-1","reviewed","Gpatch11","","A0A0R4J215-1"
"P48193-1","reviewed","Epb41","P48193-1","F6S4K9-1"
"P48193-1","reviewed","Epb41","P48193-2","A0A1D5RLV1-1"
"P48193-1","reviewed","Epb41","","A2A841-1"
"P48193-1","reviewed","Epb41","","F7CR30-1"
"P48193-1","reviewed","Epb41","","A2A842-1"
"P48193-1","reviewed","Epb41","","A2A838-1"
"P48193-1","reviewed","Epb41","","A2A839-1"
"P48193-1","reviewed","Epb41","","A2AD32-1"
"P48193-1","reviewed","Epb41","","F7BUB8-1"
"P48193-1","reviewed","Epb41","","A0A571BEG4-1"
"Q3UFS0-1","reviewed","Zyg11b","Q3UFS0-1",""
"Q3UFS0-1","reviewed","Zyg11b","Q3UFS0-2",""
"Q3UFS0-1","reviewed","Zyg11b","Q3UFS0-3",""
"Q8CJ78-1","reviewed","Znf628","Q8CJ78-1",""
"Q8CJ78-1","reviewed","Znf628","Q8CJ78-2",""
"Q8CJ70-1","reviewed","Il19","Q8CJ70-1","A0A087WST1-1"
"D3Z7C4-1","unreviewed","Gm2030","","D3Z7C4-1"
"Q8K0T4-1","reviewed","Katnal1","Q8K0T4-1","G5E8P9-1"
"Q8K0T4-1","reviewed","Katnal1","","D3YWJ8-1"
"Q8K0T7-1","reviewed","Unc13c","Q8K0T7-1",""
"Q8K0T0-1","reviewed","Rtn1","Q8K0T0-1","Q7M6W1-1"
"Q8K0T0-1","reviewed","Rtn1","","A3QM89-1"
"A0A0A6YVV1-1","unreviewed","2210017I01Rik","","A0A0A6YVV1-1"
"Q9D495-1","reviewed","Syce1","Q9D495-1","A0A1B0GSZ8-1"
"Q9D494-1","reviewed","Terb2","Q9D494-1",""
"Q9D498-1","reviewed","Iqcf3","Q9D498-1","A0A571BEE9-1"
"Q9D498-1","reviewed","Iqcf3","","A0A7N9VS70-1"
"Q9D498-1","reviewed","Iqcf3","","A0A7N9VSZ7-1"
"Q9D498-1","reviewed","Iqcf3","","A0A7N9VT24-1"
"Q9D498-1","reviewed","Iqcf3","","A0A7P0A159-1"
"Q9D498-1","reviewed","Iqcf3","","A0A7P0A164-1"
"Q3UES3-1","reviewed","Tnks2","Q3UES3-1","F6YVU7-1"
"Q3UES3-1","reviewed","Tnks2","","F6V619-1"
"Q3UES3-1","reviewed","Tnks2","","F6S169-1"
"A0A1L1SUI3-1","unreviewed","Slc37a4","","Q9D1F9-1"
"A0A1L1SUI3-1","unreviewed","Slc37a4","","A0A1L1SUI3-1"
"A0A1L1SUI3-1","unreviewed","Slc37a4","","A0A1L1SUV7-1"
"A0A1L1SUI3-1","unreviewed","Slc37a4","","A0A1L1SV42-1"
"Q9R123-1","reviewed","Naa80","Q9R123-1","A0A0R4J2B1-1"
"Q9R123-1","reviewed","Naa80","","B7ZCE0-1"
"Q9CT10-1","reviewed","Ranbp3","Q9CT10-1","A0A3B2WCL5-1"
"Q8K0U8-1","unreviewed","Psg16","","D3YXQ6-1"
"Q8K0U8-1","unreviewed","Psg16","","Q8K0U8-1"
"Q8K0U8-1","unreviewed","Psg16","","D0VY58-1"
"Q8VET2-1","unreviewed","Olfr1394","","Q8VET2-1"
"Q8C2Q3-1","reviewed","Rbm14","Q8C2Q3-1","E9QL13-1"
"Q8C2Q3-1","reviewed","Rbm14","Q8C2Q3-2","J3QPT3-1"
"Q3TLR7-1","reviewed","Dtl","Q3TLR7-1","A0A0A6YVQ5-1"
"Q3TLR7-1","reviewed","Dtl","Q3TLR7-2","A0A0A6YXS0-1"
"Q3TLR7-1","reviewed","Dtl","Q3TLR7-4",""
"P06335-1","reviewed","","P06335-1",""
"Q30KN1-1","unreviewed","Defb47","","Q30KN1-1"
"Q5NC83-1","reviewed","Spata48","Q5NC83-1","F8WJ82-1"
"Q5NC83-1","reviewed","Spata48","Q5NC83-2",""
"Q8VET6-1","unreviewed","Olfr281","","Q8VET6-1"
"G3X904-1","unreviewed","Zfp275","","G3X904-1"
"G3X904-1","unreviewed","Zfp275","","Q3UQ14-1"
"Q30KN4-1","reviewed","Defb30","Q30KN4-1","D3YYK2-1"
"Q8K0C8-1","reviewed","Cox19","Q8K0C8-1","A0A0G2JFK4-1"
"Q8K0C8-1","reviewed","Cox19","","S4R231-1"
"A2AIL4-1","reviewed","Ndufaf6","A2AIL4-1",""
"Q9QXV9-1","reviewed","Spry1","Q9QXV9-1",""
"Q9QXV8-1","reviewed","Spry2","Q9QXV8-1",""
"Q9QXV1-1","reviewed","Cbx8","Q9QXV1-1",""
"Q9QXV0-1","reviewed","Pcsk1n","Q9QXV0-1",""
"Q9QXV3-1","reviewed","Ing1","Q9QXV3-1","A0A1B0GT89-1"
"Q9QXV3-1","reviewed","Ing1","Q9QXV3-2","A0A1B0GSP9-1"
"Q99L28-1","reviewed","Rsl24d1","Q99L28-1","E9Q4P7-1"
"Q99L28-1","reviewed","Rsl24d1","","E9PY85-1"
"Q99L28-1","reviewed","Rsl24d1","","G3UW80-1"
"Q99L27-1","reviewed","Gmpr2","Q99L27-1","A0A2I3BRT9-1"
"Q99L27-1","reviewed","Gmpr2","","A0A2I3BQX8-1"
"P62827-1","reviewed","Ran","P62827-1",""
"Q99L20-1","reviewed","Gstt3","Q99L20-1","G3UX05-1"
"Q99L20-1","reviewed","Gstt3","","G3UX71-1"
"Q99L20-1","reviewed","Gstt3","","G3UYL6-1"
"Q8R086-1","reviewed","Suox","Q8R086-1",""
"Q8BS54-1","unreviewed","Zmym6","","A2A7U2-1"
"Q8BS54-1","unreviewed","Zmym6","","Q8BS54-1"
"Q69ZZ6-1","reviewed","Tmcc1","Q69ZZ6-1","G3UZ99-1"
"Q69ZZ6-1","reviewed","Tmcc1","Q69ZZ6-2","F8WJ98-1"
"Q69ZZ6-1","reviewed","Tmcc1","Q69ZZ6-3","Q3TQU9-1"
"Q69ZZ6-1","reviewed","Tmcc1","","A0A0N4SWB9-1"
"Q69ZZ6-1","reviewed","Tmcc1","","G3UXR4-1"
"Q69ZZ9-1","reviewed","Kiaa0754","Q69ZZ9-1",""
"A0A1B0GQX3-1","reviewed","Ctxnd2","A0A1B0GQX3-1",""
"A0A1B0GQX2-1","unreviewed","Tunar","","A0A1B0GQX2-1"
"B1AS42-1","reviewed","Cyb5rl","B1AS42-1","B1AS40-1"
"B1AS42-1","reviewed","Cyb5rl","B1AS42-2","F6RAM1-1"
"B1AS42-1","reviewed","Cyb5rl","B1AS42-3","B1AS39-1"
"B1AS42-1","reviewed","Cyb5rl","B1AS42-4","B1AS44-1"
"B1AS42-1","reviewed","Cyb5rl","","B1AS43-1"
"B1AS42-1","reviewed","Cyb5rl","","F2Z4B1-1"
"B1AS42-1","reviewed","Cyb5rl","","B1AS45-1"
"A0A0B4J1H8-1","unreviewed","Igkv1-133","","A0A0B4J1H8-1"
"Q8CBR6-1","reviewed","Tsku","Q8CBR6-1",""
"Q8CBR1-1","reviewed","Ildr1","Q8CBR1-1",""
"Q8CBR1-1","reviewed","Ildr1","Q8CBR1-2",""
"Q8CBR1-1","reviewed","Ildr1","Q8CBR1-3",""
"P03966-1","reviewed","Mycn","P03966-1",""
"D3YXK0-1","unreviewed","Jakmip2","","D3YXK0-1"
"D3YXK0-1","unreviewed","Jakmip2","","A0A494BAH8-1"
"A3KMP2-1","reviewed","Ttc38","A3KMP2-1","D6RH59-1"
"A3KMP2-1","reviewed","Ttc38","A3KMP2-2",""
"A2AUC9-1","reviewed","Klhl41","A2AUC9-1",""
"Q5SPX3-1","reviewed","Rnf215","Q5SPX3-1","Z4YMC8-1"
"Q5SPX3-1","reviewed","Rnf215","","Z4YLJ7-1"
"Q7TPN3-1","reviewed","Pigv","Q7TPN3-1",""
"Q7TPN3-1","reviewed","Pigv","Q7TPN3-2",""
"Q7TPN9-1","reviewed","Prr14","Q7TPN9-1","A0A0U1RQ39-1"
"Q7TPN9-1","reviewed","Prr14","","D3Z5U4-1"
"Q7TPN9-1","reviewed","Prr14","","A0A0U1RPH9-1"
"Q7TPN9-1","reviewed","Prr14","","A0A0U1RQ51-1"
"Q61716-1","reviewed","Ifna11","Q61716-1",""
"Q61711-1","reviewed","Ibsp","Q61711-1",""
"Q61712-1","reviewed","Dnajc1","Q61712-1","F6WEH1-1"
"Q61712-1","reviewed","Dnajc1","","F8WH68-1"
"Q61712-1","reviewed","Dnajc1","","F7C8U2-1"
"Q61712-1","reviewed","Dnajc1","","F6YK70-1"
"Q61712-1","reviewed","Dnajc1","","F6ZL86-1"
"Q61718-1","unreviewed","Ifna15","","Q61718-1"
"Q9JK62-1","unreviewed","Kcnk5","","Q9JK62-1"
"P45448-1","reviewed","Nr5a2","P45448-1","A0A0A6YWQ4-1"
"P45448-1","reviewed","Nr5a2","","A0A0A6YY04-1"
"P45448-1","reviewed","Nr5a2","","Q1WLP7-1"
"A2A8U2-1","reviewed","Tmem201","A2A8U2-1",""
"A2A8U2-1","reviewed","Tmem201","A2A8U2-2",""
"A2A8U2-1","reviewed","Tmem201","A2A8U2-3",""
"A0A2I3BRV7-1","unreviewed","Olfr869","","A0A2I3BRV7-1"
"A0A0G2JFS6-1","unreviewed","Traj52","","A0A0G2JFS6-1"
"Q8BX20-1","unreviewed","Eif1ad7","","Q8BX20-1"
"A0A0G2JFS3-1","unreviewed","Iglj3p","","A0A0G2JFS3-1"
"Q9EQ06-1","reviewed","Hsd17b11","Q9EQ06-1",""
"Q9EQ06-1","reviewed","Hsd17b11","Q9EQ06-2",""
"E9Q9P5-1","unreviewed","Gm3127","","K7N6U7-1"
"E9Q9P5-1","unreviewed","Gm3127","","E9Q9P5-1"
"Q9EQ00-1","reviewed","Ropn1l","Q9EQ00-1",""
"Q9EQ09-1","reviewed","Olr1","Q9EQ09-1","A0A0N4SUV1-1"
"Q9EQ09-1","reviewed","Olr1","","E0CXW6-1"
"Q9EQ09-1","reviewed","Olr1","","G4WK10-1"
"Q9EQ09-1","reviewed","Olr1","","G4WK09-1"
"E9Q4P1-1","reviewed","Wdfy1","E9Q4P1-1","D3Z057-1"
"E9Q4P1-1","reviewed","Wdfy1","","D3YWG9-1"
"E9Q4P1-1","reviewed","Wdfy1","","A0A087WPX9-1"
"E9Q4P1-1","reviewed","Wdfy1","","Q9DAD3-1"
"Q5DP50-1","reviewed","Tex24","Q5DP50-1",""
"E9PXT9-1","reviewed","Fam170b","E9PXT9-1",""
"G3X9V8-1","unreviewed","Serpinb3a","","G3X9V8-1"
"Q5SWZ9-1","reviewed","Pld6","Q5SWZ9-1",""
"Q5SWZ9-1","reviewed","Pld6","Q5SWZ9-2",""
"Q9JM14-1","reviewed","Nt5c","Q9JM14-1","A2A9X5-1"
"Q6GQW0-1","reviewed","Btbd11","Q6GQW0-1","E9QJW1-1"
"Q6GQW0-1","reviewed","Btbd11","Q6GQW0-2","H7BWX5-1"
"Q6GQW0-1","reviewed","Btbd11","Q6GQW0-3",""
"Q6GQW0-1","reviewed","Btbd11","Q6GQW0-4",""
"Q8BFU7-1","reviewed","P2ry10","Q8BFU7-1","F6SDQ0-1"
"G3UY31-1","unreviewed","Gm21671","","G3UY31-1"
"Q8BFU3-1","reviewed","Rnf214","Q8BFU3-1","A0A1L1SQE1-1"
"Q8BFU3-1","reviewed","Rnf214","Q8BFU3-2","E0CZF4-1"
"Q8BFU3-1","reviewed","Rnf214","Q8BFU3-3",""
"Q8BFU3-1","reviewed","Rnf214","Q8BFU3-4",""
"Q8BFU3-1","reviewed","Rnf214","Q8BFU3-5",""
"Q9D2F8-1","unreviewed","Toporsl","","Q9D2F8-1"
"Q8BFU1-1","reviewed","Slc39a9","Q8BFU1-1","A0A1W2P6Y1-1"
"Q8BFU1-1","reviewed","Slc39a9","","A0A1W2P7Q4-1"
"Q8BFU1-1","reviewed","Slc39a9","","A0A1W2P848-1"
"Q8BFU1-1","reviewed","Slc39a9","","A0A1W2P6S4-1"
"Q9CX83-1","reviewed","Armcx1","Q9CX83-1",""
"Q9CX84-1","reviewed","Rgs19","Q9CX84-1","Q8BFU4-1"
"Q9CX84-1","reviewed","Rgs19","","B7ZCS8-1"
"Q9CX84-1","reviewed","Rgs19","","F6WK59-1"
"Q9CX84-1","reviewed","Rgs19","","B7ZCT1-1"
"Q9CX84-1","reviewed","Rgs19","","B7ZCT0-1"
"Q9CX86-1","reviewed","Hnrnpa0","Q9CX86-1",""
"Q5FW60-1","reviewed","Mup20","Q5FW60-1",""
"Q0VBF2-1","reviewed","Tmem52b","Q0VBF2-1","A0A0N4SWE5-1"
"O54962-1","reviewed","Banf1","O54962-1",""
"Q9D2A5-1","reviewed","Creb3l4","Q9D2A5-1",""
"Q9D2A5-1","reviewed","Creb3l4","Q9D2A5-2",""
"Q0VBF8-1","reviewed","Stum","Q0VBF8-1","J3QP43-1"
"Q0VBF8-1","reviewed","Stum","","A0A1B0GS08-1"
"P97334-1","reviewed","Nkx2-3","P97334-1",""
"P97333-1","reviewed","Nrp1","P97333-1",""
"Q9JLS0-1","reviewed","Hilpda","Q9JLS0-1",""
"P20852-1","reviewed","Cyp2a5","P20852-1","E9Q5D4-1"
"P20852-1","reviewed","Cyp2a5","","Q91X75-1"
"P20852-1","reviewed","Cyp2a5","","F7B9W9-1"
"P20852-1","reviewed","Cyp2a5","","F6SHL3-1"
"Q6ZWX6-1","reviewed","Eif2s1","Q6ZWX6-1",""
"Q91WC0-1","reviewed","Setd3","Q91WC0-1","D6RCY6-1"
"Q91WC0-1","reviewed","Setd3","Q91WC0-2","F2Z420-1"
"Q91WC0-1","reviewed","Setd3","Q91WC0-3","F2Z438-1"
"Q91WC0-1","reviewed","Setd3","Q91WC0-4",""
"Q91WC3-1","reviewed","Acsl6","Q91WC3-1","Q8R1X1-1"
"Q91WC3-1","reviewed","Acsl6","Q91WC3-2","B0QZJ6-1"
"Q91WC3-1","reviewed","Acsl6","","E9Q7Y2-1"
"Q91WC3-1","reviewed","Acsl6","","Q5ICG5-1"
"Q91WC3-1","reviewed","Acsl6","","Q8C028-1"
"Q91WC3-1","reviewed","Acsl6","","Q8BYJ0-1"
"Q91WC3-1","reviewed","Acsl6","","B1ARG5-1"
"Q91WC3-1","reviewed","Acsl6","","Q5F2C5-1"
"Q91WC3-1","reviewed","Acsl6","","F6WYN6-1"
"Q91WC9-1","reviewed","Daglb","Q91WC9-1",""
"C0HKE6-1","reviewed","H2ac13","C0HKE6-1",""
"C0HKE5-1","reviewed","H2ac11","C0HKE5-1",""
"C0HKE4-1","reviewed","H2ac8","C0HKE4-1",""
"C0HKE3-1","reviewed","H2ac7","C0HKE3-1",""
"C0HKE2-1","reviewed","H2ac6","C0HKE2-1",""
"C0HKE1-1","reviewed","H2ac4","C0HKE1-1",""
"Q6ZQL4-1","reviewed","Wdr43","Q6ZQL4-1","A0A3Q4EGD3-1"
"Q6ZQL4-1","reviewed","Wdr43","","A0A3Q4EHN7-1"
"P54369-1","reviewed","Oaz1","P54369-1","J3QMV2-1"
"P54369-1","reviewed","Oaz1","","J3QM60-1"
"P54369-1","reviewed","Oaz1","","J3QME8-1"
"P54369-1","reviewed","Oaz1","","F8WI29-1"
"P54369-1","reviewed","Oaz1","","J3QM96-1"
"Q8R1M2-1","reviewed","H2aj","Q8R1M2-1","A0A0N4SV66-1"
"P17208-1","reviewed","Pou4f1","P17208-1",""
"P17208-1","reviewed","Pou4f1","P17208-2",""
"Q99NF2-1","reviewed","Nsmf","Q99NF2-1","F6TKU5-1"
"Q99NF2-1","reviewed","Nsmf","Q99NF2-2","A2AJ91-1"
"Q99NF2-1","reviewed","Nsmf","Q99NF2-3","A0A0A6YW62-1"
"Q99NF2-1","reviewed","Nsmf","Q99NF2-4","F6VTS9-1"
"Q99NF2-1","reviewed","Nsmf","Q99NF2-5","A2AJ96-1"
"Q99NF2-1","reviewed","Nsmf","","A2AJ92-1"
"Q99NF2-1","reviewed","Nsmf","","A2AJ90-1"
"Q99NF2-1","reviewed","Nsmf","","A2AJ95-1"
"Q99NF2-1","reviewed","Nsmf","","A0A0A6YWK2-1"
"Q99NF1-1","reviewed","Bco2","Q99NF1-1",""
"Q504N7-1","reviewed","","Q504N7-1","E9QL87-1"
"Q504N7-1","reviewed","","Q504N7-2","A0A0R4J1R5-1"
"Q504N7-1","reviewed","","","E9PVL3-1"
"Q99NF8-1","reviewed","Ranbp17","Q99NF8-1","A0A140LJ90-1"
"Q99NF8-1","reviewed","Ranbp17","","Q5SSA5-1"
"Q99NF8-1","reviewed","Ranbp17","","Q5SSA8-1"
"Q99NF8-1","reviewed","Ranbp17","","M0QWL9-1"
"Q504N2-1","reviewed","Slc22a15","Q504N2-1","S4R1S9-1"
"Q504N2-1","reviewed","Slc22a15","Q504N2-3","A0A087WNW1-1"
"Q504N0-1","reviewed","Cpa2","Q504N0-1",""
"Q0VDT2-1","reviewed","Znf367","Q0VDT2-1",""
"Q0VDT2-1","reviewed","Znf367","Q0VDT2-2",""
"A2AR50-1","reviewed","Ralgps1","A2AR50-1","A0A0A0MQE4-1"
"A2AR50-1","reviewed","Ralgps1","A2AR50-2",""
"A2AR50-1","reviewed","Ralgps1","A2AR50-3",""
"A2AR50-1","reviewed","Ralgps1","A2AR50-4",""
"Q2M4I6-1","unreviewed","Scand1","","Q2M4I6-1"
"A0A2I3BRL8-1","unreviewed","Gm7324","","A0A2I3BQC0-1"
"A0A2I3BRL8-1","unreviewed","Gm7324","","A0A2I3BRL8-1"
"Q6ZPF4-1","reviewed","Fmnl3","Q6ZPF4-1","D3Z7A7-1"
"Q6ZPF4-1","reviewed","Fmnl3","Q6ZPF4-2",""
"Q6ZPF3-1","reviewed","Tiam2","Q6ZPF3-1","A0A2I3BRJ9-1"
"Q6ZPF3-1","reviewed","Tiam2","Q6ZPF3-2","A0A2I3BRI9-1"
"Q6ZPF3-1","reviewed","Tiam2","Q6ZPF3-3",""
"Q6ZPF3-1","reviewed","Tiam2","Q6ZPF3-4",""
"P59672-1","reviewed","Anks1a","P59672-1","A0A3B2W3P4-1"
"P59672-1","reviewed","Anks1a","P59672-2","A0A3B2WAQ7-1"
"P59672-1","reviewed","Anks1a","","Q3UHP6-1"
"P59672-1","reviewed","Anks1a","","A0A3B2W4H6-1"
"P59672-1","reviewed","Anks1a","","A0A3B2W7E6-1"
"P59672-1","reviewed","Anks1a","","A0A3B2W4B0-1"
"P59672-1","reviewed","Anks1a","","A0A3B2W7H4-1"
"P59672-1","reviewed","Anks1a","","A0A3B2WCH8-1"
"P59672-1","reviewed","Anks1a","","A0A3B2W446-1"
"Q920V1-1","reviewed","B3galnt1","Q920V1-1",""
"A2AFR3-1","reviewed","Frmpd4","A2AFR3-1","A0A571BG68-1"
"A2AFR3-1","reviewed","Frmpd4","A2AFR3-2","A0A589MR22-1"
"A2AFR3-1","reviewed","Frmpd4","A2AFR3-3","A0A589MR67-1"
"Q5TIS6-1","reviewed","Noto","Q5TIS6-1","G3UZB3-1"
"Q8BPP5-1","reviewed","Lypd6","Q8BPP5-1","A2AQT3-1"
"Q8BPP5-1","reviewed","Lypd6","","A2AQT4-1"
"Q8BPP1-1","reviewed","Mab21l2","Q8BPP1-1",""
"Q8BPP0-1","reviewed","Znf436","Q8BPP0-1","A2AW47-1"
"Q8BPP0-1","reviewed","Znf436","","A2AW48-1"
"Q8BPP0-1","reviewed","Znf436","","A2AW49-1"
"Q14AK4-1","reviewed","Zdhhc11","Q14AK4-1","A0A1Y7VP32-1"
"Q14AK4-1","reviewed","Zdhhc11","","A0A1Y7VLH9-1"
"Q14AK5-1","unreviewed","Olfr733","","Q14AK5-1"
"P48428-1","reviewed","Tbca","P48428-1","A0A1Y7VJ48-1"
"P48428-1","reviewed","Tbca","","A0A1Y7VLW1-1"
"Q08624-1","reviewed","Hoxc4","Q08624-1","G3UX59-1"
"Q07424-1","reviewed","Cdx4","Q07424-1",""
"F7CV60-1","unreviewed","Gm11099","","F7CV60-1"
"Q04999-1","reviewed","Inhbb","Q04999-1",""
"Q04998-1","reviewed","Inhba","Q04998-1",""
"Q04997-1","reviewed","Inha","Q04997-1",""
"F6TNE3-1","unreviewed","Prr22","","F6TNE3-1"
"Q921P9-1","reviewed","Tceal1","Q921P9-1",""
"Q3UYH7-1","reviewed","Adrbk2","Q3UYH7-1","Q8BX71-1"
"Q3UYH7-1","reviewed","Adrbk2","","Q8BVT9-1"
"Q3UYH7-1","reviewed","Adrbk2","","A0A0G2JEW1-1"
"Q80V03-1","reviewed","Adck5","Q80V03-1","E0CXE8-1"
"Q80V03-1","reviewed","Adck5","Q80V03-2","E0CXW2-1"
"Q80V03-1","reviewed","Adck5","","E9PUK2-1"
"Q91WD4-1","reviewed","","Q91WD4-1","A0A1Y7VLG8-1"
"Q91WD7-1","reviewed","Kif18a","Q91WD7-1",""
"Q8BJY1-1","reviewed","Psmd5","Q8BJY1-1","F7BA91-1"
"Q6PFQ7-1","reviewed","Rasa4","Q6PFQ7-1","F6W8M5-1"
"Q6PFQ7-1","reviewed","Rasa4","Q6PFQ7-2","F6WTE9-1"
"Q8BYG0-1","reviewed","Ttc24","Q8BYG0-1",""
"Q8BYG0-1","reviewed","Ttc24","Q8BYG0-2",""
"Q9QX15-1","reviewed","Clca3a1","Q9QX15-1","Q91Z28-1"
"Q8BYG9-1","reviewed","Epha10","Q8BYG9-1","F6WVB0-1"
"Q8BYG9-1","reviewed","Epha10","Q8BYG9-2",""
"Q9QX11-1","reviewed","Cyth1","Q9QX11-1","B1AQE4-1"
"Q9QX11-1","reviewed","Cyth1","Q9QX11-2","Q3TZ02-1"
"Q9QX11-1","reviewed","Cyth1","","A2A517-1"
"Q6P9J5-1","reviewed","Kank4","Q6P9J5-1",""
"Q61321-1","reviewed","Six4","Q61321-1","H3BL91-1"
"Q61321-1","reviewed","Six4","Q61321-2",""
"Q61321-1","reviewed","Six4","Q61321-3",""
"Q6P9J9-1","reviewed","Ano6","Q6P9J9-1","A0A2I3BPX3-1"
"Q6P9J9-1","reviewed","Ano6","Q6P9J9-2","A0A2I3BPY8-1"
"Q6P9J9-1","reviewed","Ano6","","A0A2I3BRD2-1"
"Q8C7M3-1","reviewed","Trim9","Q8C7M3-1","A0A1Y7VP88-1"
"Q8C7M3-1","reviewed","Trim9","Q8C7M3-2","A0A1Y7VJX8-1"
"Q8C7M3-1","reviewed","Trim9","Q8C7M3-3","E9QLH4-1"
"Q8C7M3-1","reviewed","Trim9","Q8C7M3-4","E9Q524-1"
"Q8C7M3-1","reviewed","Trim9","Q8C7M3-5","A0A6I8MWZ7-1"
"Q8C7M3-1","reviewed","Trim9","Q8C7M3-6",""
"P35492-1","reviewed","Hal","P35492-1","F8WH73-1"
"Q0VEL5-1","unreviewed","Olfr90","","A0A140LHF9-1"
"Q0VEL5-1","unreviewed","Olfr90","","Q0VEL5-1"
"A0A3Q4EHH0-1","unreviewed","Gm17657","","E9PWY5-1"
"A0A3Q4EHH0-1","unreviewed","Gm17657","","A0A3Q4EHH0-1"
"O89006-1","unreviewed","Magea1","","O89006-1"
"O89001-1","reviewed","Cpd","O89001-1",""
"O89009-1","unreviewed","Magea5","","O89009-1"
"E9Q0B4-1","unreviewed","Cdr1","","E9Q0B4-1"
"E9Q0B6-1","unreviewed","Dnah6","","E9Q0B6-1"
"E9Q0B6-1","unreviewed","Dnah6","","E9Q3H7-1"
"E9Q0B3-1","reviewed","","E9Q0B3-1",""
"Q9Z2A0-1","reviewed","Pdpk1","Q9Z2A0-1","F2Z400-1"
"Q9Z2A0-1","reviewed","Pdpk1","","F2Z3X9-1"
"Q9Z2A0-1","reviewed","Pdpk1","","F2Z3X6-1"
"Q9Z2A0-1","reviewed","Pdpk1","","F2Z3V6-1"
"Q9Z2A0-1","reviewed","Pdpk1","","F2Z4A5-1"
"Q9Z2A0-1","reviewed","Pdpk1","","F2Z3Z9-1"
"Q9Z2A0-1","reviewed","Pdpk1","","Q3TRL2-1"
"Q3U0A6-1","unreviewed","Hbq1b","","Q3U0A6-1"
"P61953-1","reviewed","Gng11","P61953-1",""
"P61957-1","reviewed","Sumo2","P61957-1","H7BWX9-1"
"P61957-1","reviewed","Sumo2","","D3Z794-1"
"P61957-1","reviewed","Sumo2","","D3YW94-1"
"Q64433-1","reviewed","Hspe1","Q64433-1",""
"Q6P6P7-1","reviewed","Parp6","Q6P6P7-1","Q05BZ2-1"
"Q6P6P7-1","reviewed","Parp6","Q6P6P7-2","G5E856-1"
"Q6P6P7-1","reviewed","Parp6","","A0A1L1SUN7-1"
"Q6P6P7-1","reviewed","Parp6","","A0A0R4J0T1-1"
"Q6P6P7-1","reviewed","Parp6","","A0A1L1SQ23-1"
"Q8K209-1","reviewed","Adgrg1","Q8K209-1","A0A1D5RM68-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLK9-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLN4-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RME3-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLI8-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLC4-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLE2-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLH8-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLF7-1"
"Q8K209-1","reviewed","Adgrg1","","A0A1D5RLB9-1"
"Q64436-1","reviewed","Atp4a","Q64436-1","Q91WH7-1"
"Q64436-1","reviewed","Atp4a","","E9QNX7-1"
"Q64436-1","reviewed","Atp4a","","F6S7B0-1"
